Home_Team,Away_Team,Actual_Total,Closing_Total,Error,Abs_Error
IU Indianapolis,Eastern Illinois,149,103.1,-45.900000000000006,45.900000000000006
Jacksonville,Johnson (FL),159,119.0,-40.0,40.0
James Madison,Eastern Mennonite,135,130.7,-4.300000000000011,4.300000000000011
Kansas State,Presbyterian,104,132.8,28.80000000000001,28.80000000000001
Lehigh,Cornell,162,136.5,-25.5,25.5
Liberty,Mid-Atlantic Christian,146,127.8,-18.200000000000003,18.200000000000003
Lindenwood,Tulsa,169,115.9,-53.099999999999994,53.099999999999994
Louisiana Tech,Louisiana State-Alexandria,130,126.9,-3.0999999999999943,3.0999999999999943
Louisville,UMBC,187,130.4,-56.599999999999994,56.599999999999994
Loyola (IL),UIC,118,114.0,-4.0,4.0
Manhattan,Central Connecticut,87,113.6,26.599999999999994,26.599999999999994
Marshall,Queens (NC),162,128.6,-33.400000000000006,33.400000000000006
Merrimack,Albany (NY),113,128.5,15.5,15.5
Michigan,Purdue Fort Wayne,141,136.8,-4.199999999999989,4.199999999999989
New Mexico,Texas Southern,135,117.8,-17.200000000000003,17.200000000000003
Nicholls State,North American,147,114.4,-32.599999999999994,32.599999999999994
NC State,The Citadel,131,114.6,-16.400000000000006,16.400000000000006
North Florida,Coastal Georgia,147,134.3,-12.699999999999989,12.699999999999989
North Texas,North Texas at Dallas,159,142.5,-16.5,16.5
Northern Iowa,Green Bay,145,126.3,-18.700000000000003,18.700000000000003
Northern Kentucky,Indiana State,167,144.2,-22.80000000000001,22.80000000000001
Northwestern State,Dallas Christian,155,118.7,-36.3,36.3
Notre Dame,Niagara,133,125.0,-8.0,8.0
Ohio State,Oakland,152,140.9,-11.099999999999994,11.099999999999994
Penn State,Delaware State,124,134.1,10.099999999999994,10.099999999999994
Pitt,North Carolina A&T,152,127.2,-24.799999999999997,24.799999999999997
Princeton,Duquesne,122,140.8,18.80000000000001,18.80000000000001
Providence,Columbia,137,137.1,0.09999999999999432,0.09999999999999432
Rhode Island,Central Connecticut,151,123.4,-27.599999999999994,27.599999999999994
Richmond,VMI,168,127.2,-40.8,40.8
Rutgers,Princeton,129,141.5,12.5,12.5
Rutgers,Monmouth,107,134.2,27.19999999999999,27.19999999999999
Saint Francis (PA),Robert Morris,111,130.1,19.099999999999994,19.099999999999994
St. Joseph's,Lafayette,141,110.1,-30.900000000000006,30.900000000000006
Seton Hall,St. Peter's,129,130.0,1.0,1.0
Siena,Holy Cross,144,99.3,-44.7,44.7
South Carolina,USC Upstate,135,117.0,-18.0,18.0
South Dakota State,Arkansas State,97,135.5,38.5,38.5
South Florida,UT Arlington,137,144.6,7.599999999999994,7.599999999999994
St. Bonaventure,Longwood,142,133.0,-9.0,9.0
St. John's (NY),LIU,125,135.2,10.199999999999989,10.199999999999989
Syracuse,New Hampshire,155,140.4,-14.599999999999994,14.599999999999994
Temple,Maryland-Eastern Shore,150,114.7,-35.3,35.3
Toledo,Detroit Mercy,154,119.2,-34.8,34.8
Towson,UMBC,148,125.9,-22.099999999999994,22.099999999999994
Vermont,Merrimack,122,127.7,5.700000000000003,5.700000000000003
Virginia,Tarleton State,130,142.4,12.400000000000006,12.400000000000006
VCU,McNeese State,141,141.8,0.8000000000000114,0.8000000000000114
West Virginia,Missouri State,126,134.0,8.0,8.0
Western Michigan,North Dakota State,156,116.2,-39.8,39.8
Wichita State,Lipscomb,135,132.9,-2.0999999999999943,2.0999999999999943
UAB,Bradley,144,142.0,-2.0,2.0
Arizona State,UTSA,125,132.9,7.900000000000006,7.900000000000006
Little Rock,Texas State,137,127.6,-9.400000000000006,9.400000000000006
Army,Marist,126,108.6,-17.400000000000006,17.400000000000006
Auburn,Jacksonville State,127,146.8,19.80000000000001,19.80000000000001
Boise State,College of Idaho,112,141.9,29.900000000000006,29.900000000000006
Boston College,Fairfield,159,138.0,-21.0,21.0
Butler,Eastern Michigan,149,127.5,-21.5,21.5
UC-San Diego,California Baptist,114,135.0,21.0,21.0
Campbell,Navy,107,110.1,3.0999999999999943,3.0999999999999943
DePaul,Western Michigan,130,116.2,-13.799999999999997,13.799999999999997
Evansville,Miami (OH),136,123.9,-12.099999999999994,12.099999999999994
Fresno State,Fresno Pacific,112,119.4,7.400000000000006,7.400000000000006
George Washington,Stonehill,133,114.6,-18.400000000000006,18.400000000000006
George Washington,Stonehill,133,114.6,-18.400000000000006,18.400000000000006
Grambling,North Texas at Dallas,149,134.0,-15.0,15.0
Iowa State,Green Bay,129,140.3,11.300000000000011,11.300000000000011
Lamar,Jarvis Christian,180,126.8,-53.2,53.2
Louisiana,Youngstown State,134,136.0,2.0,2.0
LSU,Mississippi Valley State,166,114.7,-51.3,51.3
Memphis,Jackson State,171,134.4,-36.599999999999994,36.599999999999994
Middle Tennessee,Northern Kentucky,131,121.7,-9.299999999999997,9.299999999999997
Ole Miss,Alabama State,128,125.2,-2.799999999999997,2.799999999999997
Missouri,Arkansas-Pine Bluff,180,123.3,-56.7,56.7
Nebraska,Lindenwood,136,128.0,-8.0,8.0
New Mexico State,Arizona,125,145.0,20.0,20.0
North Alabama,Blue Mountain Christian University,153,124.8,-28.200000000000003,28.200000000000003
Northeastern,Boston University,125,116.1,-8.900000000000006,8.900000000000006
Northwestern,Binghamton,133,113.2,-19.799999999999997,19.799999999999997
Oklahoma,Central Michigan,148,132.4,-15.599999999999994,15.599999999999994
Oregon State,Arkansas-Pine Bluff,159,121.6,-37.400000000000006,37.400000000000006
Portland,San Diego State,130,135.0,5.0,5.0
Rice,Houston Christian,108,113.6,5.599999999999994,5.599999999999994
Saint Louis,Southern Indiana,138,120.7,-17.299999999999997,17.299999999999997
Saint Louis,Southern Indiana,138,120.7,-17.299999999999997,17.299999999999997
Southern Illinois,Kentucky State,145,121.0,-24.0,24.0
Southern Indiana,Wright State,130,125.1,-4.900000000000006,4.900000000000006
UT Arlington,Oral Roberts,146,131.5,-14.5,14.5
UTSA,Western Illinois,146,120.6,-25.400000000000006,25.400000000000006
Texas State,Arlington Baptist,138,122.8,-15.200000000000003,15.200000000000003
Tulsa,Central Arkansas,123,120.8,-2.200000000000003,2.200000000000003
Valparaiso,Trinity Christian,161,121.9,-39.099999999999994,39.099999999999994
Virginia Tech,Coppin State,155,121.7,-33.3,33.3
Wake Forest,Elon,179,134.4,-44.599999999999994,44.599999999999994
Washington,Sacramento State,104,130.3,26.30000000000001,26.30000000000001
Western Illinois,Mount Mercy,138,119.7,-18.299999999999997,18.299999999999997
Western Kentucky,Kentucky Wesleyan,154,138.2,-15.800000000000011,15.800000000000011
Wisconsin,Arkansas State,181,144.5,-36.5,36.5
Wyoming,North Dakota,137,126.2,-10.799999999999997,10.799999999999997
Xavier,Robert Morris,140,135.2,-4.800000000000011,4.800000000000011
Air Force,Portland State,117,117.5,0.5,0.5
BYU,Houston Christian,173,134.0,-39.0,39.0
Cal State Northridge,Utah State,143,153.2,10.199999999999989,10.199999999999989
California,St. Thomas,137,131.1,-5.900000000000006,5.900000000000006
Cincinnati,UIC,127,140.4,13.400000000000006,13.400000000000006
Grand Canyon,Southeast Missouri State,155,128.3,-26.69999999999999,26.69999999999999
Montana State,Northwest Indian College,166,118.4,-47.599999999999994,47.599999999999994
Montana,Gonzaga,153,146.0,-7.0,7.0
Northern Colorado,Colorado College,145,130.6,-14.400000000000006,14.400000000000006
Oklahoma State,Abilene Christian,123,131.8,8.800000000000011,8.800000000000011
Oregon,Northern Arizona,129,121.3,-7.700000000000003,7.700000000000003
South Dakota State,Akron,156,134.2,-21.80000000000001,21.80000000000001
TCU,Southern,183,138.4,-44.599999999999994,44.599999999999994
Tulane,Nicholls State,172,132.3,-39.69999999999999,39.69999999999999
Utah,Eastern Washington,167,147.4,-19.599999999999994,19.599999999999994
Utah Valley,Weber State,111,129.3,18.30000000000001,18.30000000000001
Cal Poly,La Verne,142,116.4,-25.599999999999994,25.599999999999994
Cal State Bakersfield,Southern Utah,145,121.7,-23.299999999999997,23.299999999999997
California Baptist,San Francisco State,131,142.6,11.599999999999994,11.599999999999994
UC-San Diego,Denver,182,128.3,-53.69999999999999,53.69999999999999
Colorado State,Louisiana Tech,154,144.0,-10.0,10.0
Loyola Marymount,UNLV,134,131.3,-2.6999999999999886,2.6999999999999886
Pacific,Sam Houston,121,117.3,-3.700000000000003,3.700000000000003
Pepperdine,Concordia (CA),140,117.6,-22.400000000000006,22.400000000000006
Portland,Long Beach State,151,126.7,-24.299999999999997,24.299999999999997
San Jose State,Santa Clara,102,129.9,27.900000000000006,27.900000000000006
California,Cal State Bakersfield,145,127.8,-17.200000000000003,17.200000000000003
San Diego,Sonoma State,132,119.3,-12.700000000000003,12.700000000000003
Stanford,Cal State Northridge,167,148.4,-18.599999999999994,18.599999999999994
UCLA,Saint Francis (PA),119,139.0,20.0,20.0
Washington,Bellarmine,148,131.1,-16.900000000000006,16.900000000000006
Washington State,Idaho,143,126.7,-16.299999999999997,16.299999999999997
UConn,Stonehill,174,136.6,-37.400000000000006,37.400000000000006
Houston,Texas A&M-Corpus Christi,132,127.2,-4.799999999999997,4.799999999999997
Creighton,North Dakota State,149,138.3,-10.699999999999989,10.699999999999989
Creighton,North Dakota State,149,138.3,-10.699999999999989,10.699999999999989
Marquette,Illinois,138,142.2,4.199999999999989,4.199999999999989
Temple,Bucknell,130,120.1,-9.900000000000006,9.900000000000006
Samford,Central Arkansas,127,131.4,4.400000000000006,4.400000000000006
UTEP,Kansas City,122,128.2,6.199999999999989,6.199999999999989
San Jose State,Cal Poly,117,111.2,-5.799999999999997,5.799999999999997
Miami (OH),Texas State,140,123.4,-16.599999999999994,16.599999999999994
Bowling Green State,Arkansas State,156,123.6,-32.400000000000006,32.400000000000006
Eastern Michigan,Georgia Southern,130,113.7,-16.299999999999997,16.299999999999997
La Salle,American,115,116.5,1.5,1.5
UNC Greensboro,South Carolina State,91,122.8,31.799999999999997,31.799999999999997
Penn,Marist,125,120.5,-4.5,4.5
Wofford,High Point,197,131.5,-65.5,65.5
Yale,St. Joseph's,111,124.3,13.299999999999997,13.299999999999997
Canisius,Saint Francis (PA),140,131.9,-8.099999999999994,8.099999999999994
Davidson,Wake Forest,109,144.4,35.400000000000006,35.400000000000006
Fordham,Cornell,151,138.7,-12.300000000000011,12.300000000000011
Gardner-Webb,Elon,159,120.6,-38.400000000000006,38.400000000000006
George Washington,William & Mary,184,119.4,-64.6,64.6
Green Bay,Illinois State,150,118.6,-31.400000000000006,31.400000000000006
UMBC,Colgate,108,129.7,21.69999999999999,21.69999999999999
Niagara,Duquesne,161,129.7,-31.30000000000001,31.30000000000001
St. Bonaventure,Robert Morris,122,125.3,3.299999999999997,3.299999999999997
Western Michigan,Georgia State,147,121.1,-25.900000000000006,25.900000000000006
Appalachian State,Ohio,135,138.0,3.0,3.0
Little Rock,Kansas State,116,137.9,21.900000000000006,21.900000000000006
Ball State,Old Dominion,141,120.1,-20.900000000000006,20.900000000000006
Buffalo,South Alabama,126,116.0,-10.0,10.0
East Carolina,Campbell,140,117.4,-22.599999999999994,22.599999999999994
Eastern Kentucky,Northern Kentucky,161,128.0,-33.0,33.0
Georgia Southern,Eastern Michigan,140,113.7,-26.299999999999997,26.299999999999997
Georgia Tech,Furman,147,136.3,-10.699999999999989,10.699999999999989
Le Moyne,Stony Brook,143,122.4,-20.599999999999994,20.599999999999994
Longwood,St. Mary's (MD),138,120.4,-17.599999999999994,17.599999999999994
UNC Asheville,UNC Wilmington,149,131.9,-17.099999999999994,17.099999999999994
Notre Dame,Western Carolina,132,133.6,1.5999999999999943,1.5999999999999943
Pitt,West Virginia,133,142.2,9.199999999999989,9.199999999999989
Stonehill,Lehigh,112,112.1,0.09999999999999432,0.09999999999999432
Arizona State,Texas Southern,115,129.8,14.800000000000011,14.800000000000011
Jacksonville State,Utah Tech,160,122.4,-37.599999999999994,37.599999999999994
UMBC,Marist,124,124.3,0.29999999999999716,0.29999999999999716
Northern Illinois,Appalachian State,169,129.2,-39.80000000000001,39.80000000000001
Sam Houston,Houston Christian,132,120.2,-11.799999999999997,11.799999999999997
Southern Illinois,Cornell,157,139.0,-18.0,18.0
SMU,Alabama State,143,129.4,-13.599999999999994,13.599999999999994
Southern Miss,Akron,137,128.6,-8.400000000000006,8.400000000000006
Texas State,Bowling Green State,122,118.6,-3.4000000000000057,3.4000000000000057
Tulsa,Incarnate Word,156,120.7,-35.3,35.3
Wofford,UNC Wilmington,123,127.8,4.799999999999997,4.799999999999997
La Salle,Northeastern,153,121.9,-31.099999999999994,31.099999999999994
Mount St. Mary's,Coppin State,134,109.0,-25.0,25.0
NJIT,St. Peter's,123,108.6,-14.400000000000006,14.400000000000006
Old Dominion,Buffalo,107,113.8,6.799999999999997,6.799999999999997
Santa Clara,Hawaii,113,134.1,21.099999999999994,21.099999999999994
Seton Hall,FDU,140,133.8,-6.199999999999989,6.199999999999989
Seton Hall,FDU,140,133.8,-6.199999999999989,6.199999999999989
St. Bonaventure,Canisius,137,127.1,-9.900000000000006,9.900000000000006
Troy,Ball State,157,129.2,-27.80000000000001,27.80000000000001
Columbia,Albany (NY),153,128.7,-24.30000000000001,24.30000000000001
San Diego,Portland State,114,126.3,12.299999999999997,12.299999999999997
Seattle,Montana State,139,132.4,-6.599999999999994,6.599999999999994
Winthrop,Drexel,146,129.0,-17.0,17.0
Cleveland State,Ohio,160,129.9,-30.099999999999994,30.099999999999994
Kentucky,USC Upstate,136,121.8,-14.200000000000003,14.200000000000003
Maryland-Eastern Shore,Washington Adventist,162,125.1,-36.900000000000006,36.900000000000006
Providence,Milwaukee,148,139.2,-8.800000000000011,8.800000000000011
Youngstown State,Slippery Rock,110,133.3,23.30000000000001,23.30000000000001
Kent State,Fresno State,148,123.3,-24.700000000000003,24.700000000000003
UNLV,Stetson,126,131.6,5.599999999999994,5.599999999999994
Niagara,Bucknell,137,116.7,-20.299999999999997,20.299999999999997
Santa Clara,Saint Francis (PA),141,144.0,3.0,3.0
Toledo,Louisiana,165,136.1,-28.900000000000006,28.900000000000006
Xavier,James Madison,135,154.7,19.69999999999999,19.69999999999999
Arkansas-Pine Bluff,Southwestern Christian,180,121.1,-58.900000000000006,58.900000000000006
Bradley,Utah State,138,148.8,10.800000000000011,10.800000000000011
Georgetown,Holy Cross,135,113.2,-21.799999999999997,21.799999999999997
Loyola (IL),Eastern Illinois,154,105.3,-48.7,48.7
Kansas City,Saint Mary (KS),137,113.3,-23.700000000000003,23.700000000000003
North Dakota,Grand Canyon,134,136.8,2.8000000000000114,2.8000000000000114
North Texas,Omaha,139,126.9,-12.099999999999994,12.099999999999994
Richmond,Siena,138,119.1,-18.900000000000006,18.900000000000006
Saint Louis,Illinois State,151,125.3,-25.700000000000003,25.700000000000003
Tarleton State,North Texas at Dallas,145,143.6,-1.4000000000000057,1.4000000000000057
Pepperdine,Cal Tech,121,137.0,16.0,16.0
Wyoming,Cal Poly,146,117.1,-28.900000000000006,28.900000000000006
UC-San Diego,San Diego,132,129.6,-2.4000000000000057,2.4000000000000057
DePaul,Long Beach State,150,126.4,-23.599999999999994,23.599999999999994
South Carolina,Clemson,149,136.2,-12.800000000000011,12.800000000000011
Iowa,Kansas State,123,152.5,29.5,29.5
Towson,Houston,114,127.9,13.900000000000006,13.900000000000006
Stanford,Cal Poly,118,123.1,5.099999999999994,5.099999999999994
UConn,Maryland,128,157.4,29.400000000000006,29.400000000000006
Virginia Tech,Houston Christian,141,128.8,-12.199999999999989,12.199999999999989
Ohio State,Boston College,154,146.6,-7.400000000000006,7.400000000000006
Louisville,Bellarmine,144,119.6,-24.400000000000006,24.400000000000006
Creighton,Green Bay,118,138.4,20.400000000000006,20.400000000000006
Fordham,Manhattan,102,118.6,16.599999999999994,16.599999999999994
Indiana,Wright State,169,141.8,-27.19999999999999,27.19999999999999
Mercer,Georgia,134,134.4,0.4000000000000057,0.4000000000000057
Morgan State,Notre Dame (MD),107,122.4,15.400000000000006,15.400000000000006
Purdue,Texas A&M,130,137.8,7.800000000000011,7.800000000000011
UAB,Alcorn State,157,127.2,-29.799999999999997,29.799999999999997
California,Montana State,123,132.7,9.699999999999989,9.699999999999989
Norfolk State,Appalachian State,120,132.3,12.300000000000011,12.300000000000011
UNC Wilmington,Western Carolina,97,134.5,37.5,37.5
Vermont,College of Charleston,137,121.5,-15.5,15.5
Abilene Christian,Angelo State,122,119.2,-2.799999999999997,2.799999999999997
North Texas,St. John's (NY),105,146.1,41.099999999999994,41.099999999999994
Cal State Bakersfield,St. Katherine,121,114.5,-6.5,6.5
Wyoming,Saint Louis,148,130.5,-17.5,17.5
Coastal Carolina,Wichita State,163,124.8,-38.2,38.2
LSU,Dayton,137,146.8,9.800000000000011,9.800000000000011
Maine,Northwestern State,143,115.0,-28.0,28.0
Youngstown State,Western Michigan,106,127.0,21.0,21.0
Air Force,Lindenwood,134,105.1,-28.900000000000006,28.900000000000006
Colgate,Canisius,116,123.9,7.900000000000006,7.900000000000006
Jacksonville,Georgia Southern,120,118.5,-1.5,1.5
UMass,Harvard,135,130.4,-4.599999999999994,4.599999999999994
Michigan State,Detroit Mercy,149,127.6,-21.400000000000006,21.400000000000006
St. Bonaventure,Oklahoma State,130,136.3,6.300000000000011,6.300000000000011
Prairie View,North American,145,110.8,-34.2,34.2
Alabama,South Florida,111,134.9,23.900000000000006,23.900000000000006
American,NJIT,160,106.9,-53.099999999999994,53.099999999999994
Boston University,Bryant,174,127.1,-46.900000000000006,46.900000000000006
Bradley,Loyola (IL),129,122.2,-6.799999999999997,6.799999999999997
Bradley,Loyola (IL),129,122.2,-6.799999999999997,6.799999999999997
Brown,Rhode Island College,143,127.1,-15.900000000000006,15.900000000000006
The Citadel,North Greenville,136,119.8,-16.200000000000003,16.200000000000003
Columbia,Towson,137,123.8,-13.200000000000003,13.200000000000003
Duke,Davidson,131,147.8,16.80000000000001,16.80000000000001
Grambling,Arizona State,137,127.1,-9.900000000000006,9.900000000000006
Lamar,Louisiana State-Alexandria,120,121.0,1.0,1.0
Liberty,Furman,162,132.2,-29.80000000000001,29.80000000000001
North Florida,Presbyterian,150,120.8,-29.200000000000003,29.200000000000003
Ohio,Dayton,128,140.2,12.199999999999989,12.199999999999989
St. Bonaventure,Albany (NY),122,134.8,12.800000000000011,12.800000000000011
St. John's (NY),Penn State,122,155.0,33.0,33.0
Stephen F. Austin,North Texas,133,133.0,0.0,0.0
Virginia,Texas Southern,95,135.6,40.599999999999994,40.599999999999994
McNeese State,Mississippi Valley State,167,113.7,-53.3,53.3
North Dakota,Valley City State,156,116.5,-39.5,39.5
Northeastern,Merrimack,105,121.6,16.599999999999994,16.599999999999994
Rice,Georgia Tech,153,128.3,-24.69999999999999,24.69999999999999
South Alabama,Nicholls State,199,123.1,-75.9,75.9
Southern Illinois,Chicago State,126,121.0,-5.0,5.0
Southern Indiana,Northern Illinois,126,113.5,-12.5,12.5
Texas Tech,Texas A&M-Corpus Christi,137,136.6,-0.4000000000000057,0.4000000000000057
Tulsa,Jackson State,124,124.5,0.5,0.5
Notre Dame,Auburn,142,151.7,9.699999999999989,9.699999999999989
Grand Canyon,Oregon,120,139.7,19.69999999999999,19.69999999999999
Idaho State,Northwest University,136,112.5,-23.5,23.5
Minnesota,Missouri,138,136.8,-1.1999999999999886,1.1999999999999886
Omaha,William & Mary,172,114.8,-57.2,57.2
New Mexico,UT Arlington,162,129.4,-32.599999999999994,32.599999999999994
Wake Forest,Utah,147,156.7,9.699999999999989,9.699999999999989
Montana,North Dakota State,147,121.6,-25.400000000000006,25.400000000000006
Marquette,Kansas,132,161.7,29.69999999999999,29.69999999999999
Purdue,Tennessee,138,149.3,11.300000000000011,11.300000000000011
Duke,La Salle,161,144.2,-16.80000000000001,16.80000000000001
Gonzaga,Syracuse,133,158.2,25.19999999999999,25.19999999999999
Notre Dame,Chicago State,148,121.1,-26.900000000000006,26.900000000000006
Colorado,Florida State,148,141.2,-6.800000000000011,6.800000000000011
Southern Illinois,James Madison,158,140.7,-17.30000000000001,17.30000000000001
Albany (NY),Army,121,114.2,-6.799999999999997,6.799999999999997
California,UTEP,147,136.0,-11.0,11.0
Campbell,Idaho State,124,113.5,-10.5,10.5
Monmouth,Lehigh,167,126.0,-41.0,41.0
