game_id,home_team,away_team,closing_line,live_line,actual_total,threshold,movement,tier,bet_side,bet_total,bet_size,result,profit_loss,closing_error,regressed
35,Stephen F. Austin,Panhandle State,122.0,150.0,164,28,28.0,Historic,UNDER,150.0,2.0,LOSS,-2.0,42.0,False
36,Ball State,Tennessee Tech,111.7,123.7,161,12,12.0,Consider,UNDER,123.7,0.5,LOSS,-0.5,49.3,False
36,Ball State,Tennessee Tech,111.7,127.7,161,16,16.0,Good,UNDER,127.7,1.0,LOSS,-1.0,49.3,False
36,Ball State,Tennessee Tech,111.7,131.7,161,20,20.0,Strong,UNDER,131.7,1.5,LOSS,-1.5,49.3,False
36,Ball State,Tennessee Tech,111.7,135.7,161,24,24.0,Max,UNDER,135.7,2.0,LOSS,-2.0,49.3,False
36,Ball State,Tennessee Tech,111.7,139.7,161,28,28.0,Historic,UNDER,139.7,2.0,LOSS,-2.0,49.3,False
37,Clemson,Winthrop,140.9,128.9,112,12,12.0,Consider,OVER,128.9,0.5,LOSS,-0.5,28.9,False
37,Clemson,Winthrop,140.9,124.9,112,16,16.0,Good,OVER,124.9,1.0,LOSS,-1.0,28.9,False
37,Clemson,Winthrop,140.9,120.9,112,20,20.0,Strong,OVER,120.9,1.5,LOSS,-1.5,28.9,False
37,Clemson,Winthrop,140.9,116.9,112,24,24.0,Max,OVER,116.9,2.0,LOSS,-2.0,28.9,False
37,Clemson,Winthrop,140.9,112.9,112,28,28.0,Historic,OVER,112.9,2.0,LOSS,-2.0,28.9,False
38,Duke,Richmond,152.2,140.2,136,12,12.0,Consider,OVER,140.2,0.5,LOSS,-0.5,16.2,False
38,Duke,Richmond,152.2,136.2,136,16,16.0,Good,OVER,136.2,1.0,LOSS,-1.0,16.2,False
40,Hofstra,St. Joseph's–Long Island,122.8,134.8,149,12,12.0,Consider,UNDER,134.8,0.5,LOSS,-0.5,26.2,False
40,Hofstra,St. Joseph's–Long Island,122.8,138.8,149,16,16.0,Good,UNDER,138.8,1.0,LOSS,-1.0,26.2,False
40,Hofstra,St. Joseph's–Long Island,122.8,142.8,149,20,20.0,Strong,UNDER,142.8,1.5,LOSS,-1.5,26.2,False
40,Hofstra,St. Joseph's–Long Island,122.8,146.8,149,24,24.0,Max,UNDER,146.8,2.0,LOSS,-2.0,26.2,False
41,Iowa State,Butler,157.5,145.5,137,12,12.0,Consider,OVER,145.5,0.5,LOSS,-0.5,20.5,False
41,Iowa State,Butler,157.5,141.5,137,16,16.0,Good,OVER,141.5,1.0,LOSS,-1.0,20.5,False
41,Iowa State,Butler,157.5,137.5,137,20,20.0,Strong,OVER,137.5,1.5,LOSS,-1.5,20.5,False
44,Samford,Auburn Montgomery,164.9,152.9,129,12,12.0,Consider,OVER,152.9,0.5,LOSS,-0.5,35.9,False
44,Samford,Auburn Montgomery,164.9,148.9,129,16,16.0,Good,OVER,148.9,1.0,LOSS,-1.0,35.9,False
44,Samford,Auburn Montgomery,164.9,144.9,129,20,20.0,Strong,OVER,144.9,1.5,LOSS,-1.5,35.9,False
44,Samford,Auburn Montgomery,164.9,140.9,129,24,24.0,Max,OVER,140.9,2.0,LOSS,-2.0,35.9,False
44,Samford,Auburn Montgomery,164.9,136.9,129,28,28.0,Historic,OVER,136.9,2.0,LOSS,-2.0,35.9,False
45,Southern Miss,William Carey,116.3,128.3,134,12,12.0,Consider,UNDER,128.3,0.5,LOSS,-0.5,17.7,False
45,Southern Miss,William Carey,116.3,132.3,134,16,16.0,Good,UNDER,132.3,1.0,LOSS,-1.0,17.7,False
46,Stephen F. Austin,North American,120.2,132.2,164,12,12.0,Consider,UNDER,132.2,0.5,LOSS,-0.5,43.8,False
46,Stephen F. Austin,North American,120.2,136.2,164,16,16.0,Good,UNDER,136.2,1.0,LOSS,-1.0,43.8,False
46,Stephen F. Austin,North American,120.2,140.2,164,20,20.0,Strong,UNDER,140.2,1.5,LOSS,-1.5,43.8,False
46,Stephen F. Austin,North American,120.2,144.2,164,24,24.0,Max,UNDER,144.2,2.0,LOSS,-2.0,43.8,False
46,Stephen F. Austin,North American,120.2,148.2,164,28,28.0,Historic,UNDER,148.2,2.0,LOSS,-2.0,43.8,False
47,Vanderbilt,Kennesaw State,127.8,139.8,149,12,12.0,Consider,UNDER,139.8,0.5,LOSS,-0.5,21.2,False
47,Vanderbilt,Kennesaw State,127.8,143.8,149,16,16.0,Good,UNDER,143.8,1.0,LOSS,-1.0,21.2,False
47,Vanderbilt,Kennesaw State,127.8,147.8,149,20,20.0,Strong,UNDER,147.8,1.5,LOSS,-1.5,21.2,False
48,Utah Tech,La Verne,126.6,138.6,175,12,12.0,Consider,UNDER,138.6,0.5,LOSS,-0.5,48.4,False
48,Utah Tech,La Verne,126.6,142.6,175,16,16.0,Good,UNDER,142.6,1.0,LOSS,-1.0,48.4,False
48,Utah Tech,La Verne,126.6,146.6,175,20,20.0,Strong,UNDER,146.6,1.5,LOSS,-1.5,48.4,False
48,Utah Tech,La Verne,126.6,150.6,175,24,24.0,Max,UNDER,150.6,2.0,LOSS,-2.0,48.4,False
48,Utah Tech,La Verne,126.6,154.6,175,28,28.0,Historic,UNDER,154.6,2.0,LOSS,-2.0,48.4,False
50,Oklahoma,Wichita State,141.8,153.8,160,12,12.0,Consider,UNDER,153.8,0.5,LOSS,-0.5,18.2,False
50,Oklahoma,Wichita State,141.8,157.8,160,16,16.0,Good,UNDER,157.8,1.0,LOSS,-1.0,18.2,False
51,Prairie View,Kansas Christian,120.4,132.4,155,12,12.0,Consider,UNDER,132.4,0.5,LOSS,-0.5,34.6,False
51,Prairie View,Kansas Christian,120.4,136.4,155,16,16.0,Good,UNDER,136.4,1.0,LOSS,-1.0,34.6,False
51,Prairie View,Kansas Christian,120.4,140.4,155,20,20.0,Strong,UNDER,140.4,1.5,LOSS,-1.5,34.6,False
51,Prairie View,Kansas Christian,120.4,144.4,155,24,24.0,Max,UNDER,144.4,2.0,LOSS,-2.0,34.6,False
51,Prairie View,Kansas Christian,120.4,148.4,155,28,28.0,Historic,UNDER,148.4,2.0,LOSS,-2.0,34.6,False
52,George Mason,Bowie State,122.6,134.6,141,12,12.0,Consider,UNDER,134.6,0.5,LOSS,-0.5,18.4,False
52,George Mason,Bowie State,122.6,138.6,141,16,16.0,Good,UNDER,138.6,1.0,LOSS,-1.0,18.4,False
55,Oregon,Georgia,136.9,148.9,153,12,12.0,Consider,UNDER,148.9,0.5,LOSS,-0.5,16.1,False
55,Oregon,Georgia,136.9,152.9,153,16,16.0,Good,UNDER,152.9,1.0,LOSS,-1.0,16.1,False
56,Temple,Delaware State,122.7,134.7,152,12,12.0,Consider,UNDER,134.7,0.5,LOSS,-0.5,29.3,False
56,Temple,Delaware State,122.7,138.7,152,16,16.0,Good,UNDER,138.7,1.0,LOSS,-1.0,29.3,False
56,Temple,Delaware State,122.7,142.7,152,20,20.0,Strong,UNDER,142.7,1.5,LOSS,-1.5,29.3,False
56,Temple,Delaware State,122.7,146.7,152,24,24.0,Max,UNDER,146.7,2.0,LOSS,-2.0,29.3,False
56,Temple,Delaware State,122.7,150.7,152,28,28.0,Historic,UNDER,150.7,2.0,LOSS,-2.0,29.3,False
57,Alabama,Alabama State,119.4,131.4,132,12,12.0,Consider,UNDER,131.4,0.5,LOSS,-0.5,12.6,False
58,Army,NJIT,101.5,113.5,130,12,12.0,Consider,UNDER,113.5,0.5,LOSS,-0.5,28.5,False
58,Army,NJIT,101.5,117.5,130,16,16.0,Good,UNDER,117.5,1.0,LOSS,-1.0,28.5,False
58,Army,NJIT,101.5,121.5,130,20,20.0,Strong,UNDER,121.5,1.5,LOSS,-1.5,28.5,False
58,Army,NJIT,101.5,125.5,130,24,24.0,Max,UNDER,125.5,2.0,LOSS,-2.0,28.5,False
58,Army,NJIT,101.5,129.5,130,28,28.0,Historic,UNDER,129.5,2.0,LOSS,-2.0,28.5,False
61,Buffalo,Canisius,112.1,124.1,129,12,12.0,Consider,UNDER,124.1,0.5,LOSS,-0.5,16.9,False
61,Buffalo,Canisius,112.1,128.1,129,16,16.0,Good,UNDER,128.1,1.0,LOSS,-1.0,16.9,False
62,Florida,North Florida,122.2,134.2,147,12,12.0,Consider,UNDER,134.2,0.5,LOSS,-0.5,24.8,False
62,Florida,North Florida,122.2,138.2,147,16,16.0,Good,UNDER,138.2,1.0,LOSS,-1.0,24.8,False
62,Florida,North Florida,122.2,142.2,147,20,20.0,Strong,UNDER,142.2,1.5,LOSS,-1.5,24.8,False
62,Florida,North Florida,122.2,146.2,147,24,24.0,Max,UNDER,146.2,2.0,LOSS,-2.0,24.8,False
65,Morgan State,Washington Adventist,130.5,118.5,116,12,12.0,Consider,OVER,118.5,0.5,LOSS,-0.5,14.5,False
68,Vermont,Miami (OH),126.0,114.0,108,12,12.0,Consider,OVER,114.0,0.5,LOSS,-0.5,18.0,False
68,Vermont,Miami (OH),126.0,110.0,108,16,16.0,Good,OVER,110.0,1.0,LOSS,-1.0,18.0,False
70,William & Mary,Norfolk State,115.7,127.7,130,12,12.0,Consider,UNDER,127.7,0.5,LOSS,-0.5,14.3,False
72,Little Rock,Missouri State,131.3,119.3,99,12,12.0,Consider,OVER,119.3,0.5,LOSS,-0.5,32.3,False
72,Little Rock,Missouri State,131.3,115.3,99,16,16.0,Good,OVER,115.3,1.0,LOSS,-1.0,32.3,False
72,Little Rock,Missouri State,131.3,111.3,99,20,20.0,Strong,OVER,111.3,1.5,LOSS,-1.5,32.3,False
72,Little Rock,Missouri State,131.3,107.3,99,24,24.0,Max,OVER,107.3,2.0,LOSS,-2.0,32.3,False
72,Little Rock,Missouri State,131.3,103.3,99,28,28.0,Historic,OVER,103.3,2.0,LOSS,-2.0,32.3,False
73,Grambling,Champion Christian,121.4,133.4,141,12,12.0,Consider,UNDER,133.4,0.5,LOSS,-0.5,19.6,False
73,Grambling,Champion Christian,121.4,137.4,141,16,16.0,Good,UNDER,137.4,1.0,LOSS,-1.0,19.6,False
74,Grand Canyon,Saint Mary's,138.8,126.8,107,12,12.0,Consider,OVER,126.8,0.5,LOSS,-0.5,31.8,False
74,Grand Canyon,Saint Mary's,138.8,122.8,107,16,16.0,Good,OVER,122.8,1.0,LOSS,-1.0,31.8,False
74,Grand Canyon,Saint Mary's,138.8,118.8,107,20,20.0,Strong,OVER,118.8,1.5,LOSS,-1.5,31.8,False
74,Grand Canyon,Saint Mary's,138.8,114.8,107,24,24.0,Max,OVER,114.8,2.0,LOSS,-2.0,31.8,False
74,Grand Canyon,Saint Mary's,138.8,110.8,107,28,28.0,Historic,OVER,110.8,2.0,LOSS,-2.0,31.8,False
75,UMass,St. Peter's,124.0,112.0,100,12,12.0,Consider,OVER,112.0,0.5,LOSS,-0.5,24.0,False
75,UMass,St. Peter's,124.0,108.0,100,16,16.0,Good,OVER,108.0,1.0,LOSS,-1.0,24.0,False
75,UMass,St. Peter's,124.0,104.0,100,20,20.0,Strong,OVER,104.0,1.5,LOSS,-1.5,24.0,False
75,UMass,St. Peter's,124.0,100.0,100,24,24.0,Max,OVER,100.0,2.0,PUSH,0.0,24.0,False
76,Middle Tennessee,Memphis,133.5,121.5,114,12,12.0,Consider,OVER,121.5,0.5,LOSS,-0.5,19.5,False
76,Middle Tennessee,Memphis,133.5,117.5,114,16,16.0,Good,OVER,117.5,1.0,LOSS,-1.0,19.5,False
77,Omaha,Illinois State,120.6,132.6,164,12,12.0,Consider,UNDER,132.6,0.5,LOSS,-0.5,43.4,False
77,Omaha,Illinois State,120.6,136.6,164,16,16.0,Good,UNDER,136.6,1.0,LOSS,-1.0,43.4,False
77,Omaha,Illinois State,120.6,140.6,164,20,20.0,Strong,UNDER,140.6,1.5,LOSS,-1.5,43.4,False
77,Omaha,Illinois State,120.6,144.6,164,24,24.0,Max,UNDER,144.6,2.0,LOSS,-2.0,43.4,False
77,Omaha,Illinois State,120.6,148.6,164,28,28.0,Historic,UNDER,148.6,2.0,LOSS,-2.0,43.4,False
79,Penn,John Jay,140.4,152.4,159,12,12.0,Consider,UNDER,152.4,0.5,LOSS,-0.5,18.6,False
79,Penn,John Jay,140.4,156.4,159,16,16.0,Good,UNDER,156.4,1.0,LOSS,-1.0,18.6,False
80,South Dakota,Northern State,112.6,124.6,142,12,12.0,Consider,UNDER,124.6,0.5,LOSS,-0.5,29.4,False
80,South Dakota,Northern State,112.6,128.6,142,16,16.0,Good,UNDER,128.6,1.0,LOSS,-1.0,29.4,False
80,South Dakota,Northern State,112.6,132.6,142,20,20.0,Strong,UNDER,132.6,1.5,LOSS,-1.5,29.4,False
80,South Dakota,Northern State,112.6,136.6,142,24,24.0,Max,UNDER,136.6,2.0,LOSS,-2.0,29.4,False
80,South Dakota,Northern State,112.6,140.6,142,28,28.0,Historic,UNDER,140.6,2.0,LOSS,-2.0,29.4,False
81,Stonehill,Northeastern,109.3,121.3,134,12,12.0,Consider,UNDER,121.3,0.5,LOSS,-0.5,24.7,False
81,Stonehill,Northeastern,109.3,125.3,134,16,16.0,Good,UNDER,125.3,1.0,LOSS,-1.0,24.7,False
81,Stonehill,Northeastern,109.3,129.3,134,20,20.0,Strong,UNDER,129.3,1.5,LOSS,-1.5,24.7,False
81,Stonehill,Northeastern,109.3,133.3,134,24,24.0,Max,UNDER,133.3,2.0,LOSS,-2.0,24.7,False
82,Stony Brook,Columbia,127.3,139.3,158,12,12.0,Consider,UNDER,139.3,0.5,LOSS,-0.5,30.7,False
82,Stony Brook,Columbia,127.3,143.3,158,16,16.0,Good,UNDER,143.3,1.0,LOSS,-1.0,30.7,False
82,Stony Brook,Columbia,127.3,147.3,158,20,20.0,Strong,UNDER,147.3,1.5,LOSS,-1.5,30.7,False
82,Stony Brook,Columbia,127.3,151.3,158,24,24.0,Max,UNDER,151.3,2.0,LOSS,-2.0,30.7,False
82,Stony Brook,Columbia,127.3,155.3,158,28,28.0,Historic,UNDER,155.3,2.0,LOSS,-2.0,30.7,False
87,Akron,Oakland,133.4,145.4,178,12,12.0,Consider,UNDER,145.4,0.5,LOSS,-0.5,44.6,False
87,Akron,Oakland,133.4,149.4,178,16,16.0,Good,UNDER,149.4,1.0,LOSS,-1.0,44.6,False
87,Akron,Oakland,133.4,153.4,178,20,20.0,Strong,UNDER,153.4,1.5,LOSS,-1.5,44.6,False
87,Akron,Oakland,133.4,157.4,178,24,24.0,Max,UNDER,157.4,2.0,LOSS,-2.0,44.6,False
87,Akron,Oakland,133.4,161.4,178,28,28.0,Historic,UNDER,161.4,2.0,LOSS,-2.0,44.6,False
88,American,Longwood,118.6,130.6,149,12,12.0,Consider,UNDER,130.6,0.5,LOSS,-0.5,30.4,False
88,American,Longwood,118.6,134.6,149,16,16.0,Good,UNDER,134.6,1.0,LOSS,-1.0,30.4,False
88,American,Longwood,118.6,138.6,149,20,20.0,Strong,UNDER,138.6,1.5,LOSS,-1.5,30.4,False
88,American,Longwood,118.6,142.6,149,24,24.0,Max,UNDER,142.6,2.0,LOSS,-2.0,30.4,False
88,American,Longwood,118.6,146.6,149,28,28.0,Historic,UNDER,146.6,2.0,LOSS,-2.0,30.4,False
89,Belmont,Georgia State,135.2,147.2,176,12,12.0,Consider,UNDER,147.2,0.5,LOSS,-0.5,40.8,False
89,Belmont,Georgia State,135.2,151.2,176,16,16.0,Good,UNDER,151.2,1.0,LOSS,-1.0,40.8,False
89,Belmont,Georgia State,135.2,155.2,176,20,20.0,Strong,UNDER,155.2,1.5,LOSS,-1.5,40.8,False
89,Belmont,Georgia State,135.2,159.2,176,24,24.0,Max,UNDER,159.2,2.0,LOSS,-2.0,40.8,False
89,Belmont,Georgia State,135.2,163.2,176,28,28.0,Historic,UNDER,163.2,2.0,LOSS,-2.0,40.8,False
91,Brown,Florida Gulf Coast,121.3,133.3,138,12,12.0,Consider,UNDER,133.3,0.5,LOSS,-0.5,16.7,False
91,Brown,Florida Gulf Coast,121.3,137.3,138,16,16.0,Good,UNDER,137.3,1.0,LOSS,-1.0,16.7,False
93,Bucknell,Delaware,121.7,133.7,135,12,12.0,Consider,UNDER,133.7,0.5,LOSS,-0.5,13.3,False
94,Buffalo,FDU,111.7,123.7,178,12,12.0,Consider,UNDER,123.7,0.5,LOSS,-0.5,66.3,False
94,Buffalo,FDU,111.7,127.7,178,16,16.0,Good,UNDER,127.7,1.0,LOSS,-1.0,66.3,False
94,Buffalo,FDU,111.7,131.7,178,20,20.0,Strong,UNDER,131.7,1.5,LOSS,-1.5,66.3,False
94,Buffalo,FDU,111.7,135.7,178,24,24.0,Max,UNDER,135.7,2.0,LOSS,-2.0,66.3,False
94,Buffalo,FDU,111.7,139.7,178,28,28.0,Historic,UNDER,139.7,2.0,LOSS,-2.0,66.3,False
96,Colgate,Brown,128.4,140.4,142,12,12.0,Consider,UNDER,140.4,0.5,LOSS,-0.5,13.6,False
97,College of Charleston,Iona,117.4,129.4,140,12,12.0,Consider,UNDER,129.4,0.5,LOSS,-0.5,22.6,False
97,College of Charleston,Iona,117.4,133.4,140,16,16.0,Good,UNDER,133.4,1.0,LOSS,-1.0,22.6,False
97,College of Charleston,Iona,117.4,137.4,140,20,20.0,Strong,UNDER,137.4,1.5,LOSS,-1.5,22.6,False
99,Colorado State,Le Moyne,132.8,120.8,118,12,12.0,Consider,OVER,120.8,0.5,LOSS,-0.5,14.8,False
100,Coppin State,La Salle,109.4,121.4,141,12,12.0,Consider,UNDER,121.4,0.5,LOSS,-0.5,31.6,False
100,Coppin State,La Salle,109.4,125.4,141,16,16.0,Good,UNDER,125.4,1.0,LOSS,-1.0,31.6,False
100,Coppin State,La Salle,109.4,129.4,141,20,20.0,Strong,UNDER,129.4,1.5,LOSS,-1.5,31.6,False
100,Coppin State,La Salle,109.4,133.4,141,24,24.0,Max,UNDER,133.4,2.0,LOSS,-2.0,31.6,False
100,Coppin State,La Salle,109.4,137.4,141,28,28.0,Historic,UNDER,137.4,2.0,LOSS,-2.0,31.6,False
101,Davidson,Washington & Lee,119.1,131.1,149,12,12.0,Consider,UNDER,131.1,0.5,LOSS,-0.5,29.9,False
101,Davidson,Washington & Lee,119.1,135.1,149,16,16.0,Good,UNDER,135.1,1.0,LOSS,-1.0,29.9,False
