game_id,season,week,home_team,away_team,home_score,away_score,total,home_margin,home_win,home_ppg,home_points_allowed_per_game,home_yards_per_play,home_yards_per_play_allowed,home_third_down_pct,home_third_down_pct_defense,home_turnover_margin,home_win_pct,home_last_4_win_pct,home_rest_days,away_ppg,away_points_allowed_per_game,away_yards_per_play,away_yards_per_play_allowed,away_third_down_pct,away_third_down_pct_defense,away_turnover_margin,away_win_pct,away_last_4_win_pct,away_rest_days,is_division_game,is_primetime,temperature,wind_speed
NFL_2022_W01_0010,2022,1,GB,SF,16,9,25,7,1,21.677158030594335,20.439896433790835,5.683594076396168,0.8164059236038321,40.04219348968307,41.95780651031693,-0.0149646123622722,0.3171457926788267,0.7224521152615053,7,20.652023676817254,27.730105547524456,5.9127358249583075,0.5872641750416925,41.230462154021744,40.769537845978256,0.1440083984183662,0.6611324085837855,0.04360377175443375,7,1,1,82.92678596511644,13.722965853306729
NFL_2022_W01_0011,2022,1,BAL,SEA,2,2,4,0,0,18.154566165288674,22.281841483173142,5.9915913401236,0.5084086598763999,34.71188394697748,47.28811605302252,0.8723095483215619,0.6176178780049839,0.570061170089365,7,27.283185625877252,27.666548190436696,5.243690807218789,1.2563091927812113,40.908820199333604,41.091179800666396,0.23001445339833948,0.7940323100625581,0.14008401523652403,7,0,0,54.51478439073702,12.730046923870116
NFL_2022_W01_0012,2022,1,DAL,GB,19,2,21,17,1,25.089109969101187,20.965101436477987,4.914231852560336,1.5857681474396639,42.046310639178174,39.953689360821826,-0.8581181660001447,0.43807029632833305,0.050768531039396936,7,23.528199769079077,22.197808564462765,4.807258807883581,1.6927411921164186,35.108383256192674,46.891616743807326,-0.3240096862969284,0.4253497715839665,0.093981939840869,14,0,1,54.76687003636294,2.325624250916163
NFL_2022_W01_0013,2022,1,TB,SEA,19,0,19,19,1,26.389335020693633,20.50251360515864,5.257311738514457,1.2426882614855428,36.34468665311587,45.65531334688413,-0.08546967677254291,0.705213845007189,0.19438003399487302,7,26.60404618311675,18.388347344294232,5.959016605302624,0.5409833946973759,47.44402928625232,34.55597071374768,0.08127024322021303,0.582457940898924,0.7260913337226615,7,0,0,72.15677968809784,0.6160127515181368
NFL_2022_W01_0014,2022,1,NYG,WAS,13,7,20,6,1,22.33520737580742,20.508605273466614,5.763899861071513,0.7361001389284869,46.64341964202369,35.35658035797631,-0.5204252816851935,0.25632397404877505,0.18286599710730733,7,25.440426429991156,19.8433367433137,4.881471033711821,1.6185289662881788,39.07763567569767,42.92236432430233,-0.4401322061081143,0.7729191683979166,0.7378969166957685,14,0,1,72.85176924528184,0.7157419153747319
NFL_2022_W01_0015,2022,1,PHI,KC,11,5,16,6,1,19.58646447642491,21.418796667164017,6.1713147400701125,0.3286852599298875,32.274577629308006,49.725422370691994,0.6138259541015589,0.40778259265364053,0.4646738129396114,7,19.20164647805642,18.917990658134418,5.045462377845074,1.454537622154926,44.21383076806258,37.78616923193742,-0.20299053120525312,0.56951005883133,0.6350936508676438,7,1,0,68.16369620714065,7.547043878701316
NFL_2022_W02_0016,2022,2,ARI,NYJ,14,8,22,6,1,24.58693631618945,18.7056874740043,6.116322337994941,0.38367766200505926,38.21071881930435,43.78928118069565,-0.08349421901696674,0.527370073589561,0.9414648087765252,7,19.629344270814297,24.424192782063155,5.6056638490262305,0.8943361509737695,42.29261149507765,39.70738850492235,0.6408536875425361,0.5908908631146729,0.20668435987674538,7,0,0,44.535010061984195,0.2733273847732459
NFL_2022_W02_0017,2022,2,LV,LAR,8,7,15,1,1,24.83006773416357,21.189756302937614,5.775432031509811,0.7245679684901889,46.039552216432845,35.960447783567155,0.6069618607696972,0.3692207435427839,0.17743954377972282,3,18.71188648460229,26.448753109694543,5.680519985491838,0.8194800145081622,43.761136700862174,38.238863299137826,0.13704056749991667,0.5455547451548508,0.7316477552996402,7,0,0,74.93858323338986,5.112053103795268
NFL_2022_W02_0018,2022,2,TB,CAR,17,0,17,17,1,20.3859685979034,25.399087604473745,5.495185666956309,1.004814333043691,36.76216279214897,45.23783720785103,-0.8930294065052622,0.775124898129919,0.8471431440955898,3,24.79844779900246,20.382361524039794,5.345465320706885,1.154534679293115,33.59975819458981,48.40024180541019,-0.36137272481917027,0.7700371802304831,0.9506071469375561,7,0,0,44.12668662663165,9.036613888516785
NFL_2022_W02_0019,2022,2,MIA,SF,16,23,39,-7,0,20.12727895024229,25.812960504712024,5.788164077430173,0.7118359225698274,43.00848016280062,38.99151983719938,0.7337374106216827,0.7030884582583912,0.4260914750469411,7,27.461945428816904,19.13464602017448,6.1561127215637885,0.3438872784362115,45.39142198779798,36.60857801220202,-0.20669679609149627,0.7351381452660661,0.1466048216920255,7,0,1,84.3987810325529,5.6140619363418045
NFL_2022_W02_0020,2022,2,ARI,NO,8,9,17,-1,0,26.127995672575025,27.860010638228708,5.888005682298411,0.6119943177015887,38.78755214795162,43.21244785204838,-0.7776050353876973,0.49557506257451556,0.011353644767419069,7,27.472485773838585,25.533781852589417,5.581765949630127,0.9182340503698727,46.501670161515776,35.498329838484224,0.14294605041002129,0.6445843165464011,0.7671948531085717,14,0,0,70.6467742193609,3.5625970693870492
NFL_2022_W02_0021,2022,2,NYJ,WAS,0,12,12,-12,0,22.777148908802275,23.28370121297209,4.860761096617441,1.6392389033825587,46.70585144445855,35.29414855554145,0.3908222462132951,0.24526072825386158,0.16621543190925292,3,18.828913216933543,22.363358316065558,6.094500662313035,0.40549933768696533,36.04784268782786,45.95215731217214,0.39149737796923434,0.472724638860664,0.6275580800840634,7,0,0,81.18644537510978,14.380536111117692
NFL_2022_W02_0022,2022,2,KC,CLE,6,20,26,-14,0,21.9452179860813,21.356600647969632,5.121152643986929,1.378847356013071,37.76552152328429,44.23447847671571,-0.09351830634233793,0.2193895706657903,0.2797635071689457,7,19.067560659358843,19.696799038955657,5.172313094949934,1.327686905050066,36.1591978056682,45.8408021943318,0.6275900394138973,0.6108387035323276,0.1626169393448913,7,0,0,82.32393222109226,6.249585866077188
NFL_2022_W02_0023,2022,2,CAR,KC,13,0,13,13,1,27.191765518355595,26.766614859257928,5.888643197229316,0.6113568027706844,47.764576810648066,34.235423189351934,0.4991565999521441,0.4357936693873155,0.8291642207065144,3,18.827484200353062,23.5158787254407,5.472518114612896,1.027481885387104,38.02782351900705,43.97217648099295,0.6766574094222757,0.4812158958769822,0.4148195023376652,3,0,1,71.12714787260104,8.015194125441946
NFL_2022_W02_0024,2022,2,CAR,CIN,4,5,9,-1,0,27.13165752257643,25.26120844071848,5.0870634599091344,1.4129365400908656,36.39570875241454,45.60429124758546,0.7564413349583845,0.6541994793033372,0.04689646779121992,14,23.85149532325472,25.570812020424558,5.152019415316518,1.3479805846834818,35.31564238412891,46.68435761587109,-0.772884815600742,0.6029439173556799,0.5203077009037933,7,0,0,53.849975789697226,12.245786028195935
NFL_2022_W02_0025,2022,2,GB,CAR,21,9,30,12,1,18.884082233656464,23.89955897137636,5.69510589976394,0.8048941002360603,46.450416938826024,35.549583061173976,0.9609254501847557,0.5648527097251312,0.6366443216222826,14,25.91817839469633,22.80045967018475,5.927062534527106,0.5729374654728936,41.876219393556674,40.123780606443326,-0.12505015595254187,0.7424952166962491,0.34825546702330035,7,0,0,53.40817531938777,7.854034140225168
NFL_2022_W02_0026,2022,2,LAC,CAR,2,17,19,-15,0,25.96471775673877,26.420914150187095,5.09278310750992,1.40721689249008,37.46501136730472,44.53498863269528,-0.07976168203285594,0.5508596635694922,0.40030048891028136,7,22.593468079461722,25.689177413153974,5.611509908260434,0.8884900917395662,40.59621466742512,41.40378533257488,-0.6362398312017103,0.40740036999431795,0.8967884099060118,7,0,0,83.7899657171547,9.029030933114402
NFL_2022_W02_0027,2022,2,LV,MIA,29,27,56,2,1,26.217906368444492,21.476192144826836,5.29838807798078,1.2016119220192198,34.0599743727943,47.9400256272057,-0.356834470639942,0.25537435173724765,0.4811453940562932,7,21.450826278223868,18.31804681485165,6.051904168054296,0.4480958319457038,37.28159221296249,44.71840778703751,-0.8364819361022562,0.7241471744640664,0.9208724005318132,7,0,0,79.0735498166014,1.267755115210229
NFL_2022_W02_0028,2022,2,BAL,TB,18,20,38,-2,0,27.862569958668153,27.240417591074333,5.808722485948051,0.6912775140519489,34.36382547049963,47.63617452950037,0.3743310108066622,0.7066644035801772,0.7496162320085874,7,23.365906459873326,20.361165331174043,4.887277907515738,1.6127220924842618,34.12987085739965,47.87012914260035,-0.7856559773204479,0.46844742009407286,0.5326172664550232,14,1,0,73.18323427422186,2.734258177139371
NFL_2022_W02_0029,2022,2,CIN,PHI,14,0,14,14,1,26.40709985877931,23.353355640155236,5.297146024591027,1.2028539754089733,39.673313628068,42.326686371932,0.4736449507898257,0.5346453595702625,0.5865354346607591,7,18.89204328712056,20.332164115498014,5.708351976408206,0.7916480235917938,41.34719175542671,40.65280824457329,-0.7448393944088725,0.3702655434792347,0.3630822963986351,7,1,0,50.99589199590945,7.4737154677341024
NFL_2022_W02_0030,2022,2,CHI,CAR,24,9,33,15,1,27.336918237598745,20.25332797712528,4.923042674356202,1.5769573256437983,32.890455829711605,49.109544170288395,-0.8967290442509743,0.21094548885701664,0.6969614623664215,14,18.075343631340747,21.653568196740576,5.9282108414376005,0.5717891585623995,45.47702456477091,36.52297543522909,0.7932205259480416,0.5455990506833961,0.9173956130855316,14,0,1,51.60562721702229,2.563313810850987
NFL_2022_W02_0031,2022,2,LV,TEN,12,14,26,-2,0,27.293759891275858,23.716126894699,5.253150930965941,1.2468490690340586,40.12176605895128,41.87823394104872,-0.7703263505215929,0.5663720254649796,0.28863055324025577,7,23.5676289301393,20.799790936602843,5.395611014062983,1.1043889859370166,35.87855571864128,46.12144428135872,0.012207912718694036,0.7592086053541607,0.3206421921595143,7,0,1,55.14719251872643,2.0162201540846136
NFL_2022_W03_0032,2022,3,NO,DEN,24,13,37,11,1,27.89960232389945,26.09874445854635,5.633894236850982,0.8661057631490179,38.5894546263563,43.4105453736437,0.8590582884956517,0.6983716446726376,0.9650269106665126,7,21.22353844974723,20.546406547637638,5.460206663970221,1.0397933360297786,37.58189226468792,44.41810773531208,0.8658761341999093,0.7945576858744345,0.20500181005323725,7,0,0,73.35042921805265,8.617096697698678
NFL_2022_W03_0033,2022,3,WAS,SEA,16,11,27,5,1,19.397723766262896,20.016273200477446,5.73127610897468,0.7687238910253198,37.74128774597604,44.25871225402396,-0.21510978515472923,0.6899596636829464,0.4391349085702184,7,25.952673118598902,19.636559428657044,5.532291594676767,0.9677084053232328,46.03520865300973,35.96479134699027,0.7993348905843463,0.5744609265091026,0.539781061914633,14,0,0,50.44957128160678,13.493618599118527
NFL_2022_W03_0034,2022,3,NO,ATL,16,16,32,0,0,23.435528611139887,24.24237995913992,5.26886786051992,1.2311321394800796,44.704403028324734,37.295596971675266,0.06692218395264304,0.7363355498305746,0.7885972112245307,7,27.06472110964547,19.16898040708364,4.994980901728742,1.5050190982712577,41.921164094856216,40.078835905143784,0.5048062400776454,0.6241882767460756,0.7785719390507511,3,0,0,65.64503581920924,11.436880286110359
NFL_2022_W03_0035,2022,3,PIT,DEN,9,7,16,2,1,21.420817487159074,19.106317369552073,5.9162135120913755,0.5837864879086245,35.66802232372226,46.33197767627774,0.4400730730921487,0.5846885797311785,0.6939484444671,7,26.21257304672013,26.46452291734518,5.009884398288283,1.4901156017117172,43.55604109428906,38.44395890571094,0.43235814946590434,0.559417618866396,0.8267988278090783,7,0,1,50.23079423634942,6.353952936307243
NFL_2022_W03_0036,2022,3,PHI,IND,22,8,30,14,1,24.149502631526545,19.391161941430617,5.6301480673623505,0.8698519326376495,46.70000835617194,35.29999164382806,-0.953954790424725,0.5908203265929477,0.771246668519738,14,27.118524088429645,19.007946030158866,4.943097729915279,1.5569022700847208,44.641354193985386,37.358645806014614,0.2134300927657118,0.45447840278143165,0.7364442356247228,3,0,0,60.28777171318595,1.698570687611329
NFL_2022_W03_0037,2022,3,MIN,PIT,31,10,41,21,1,26.38898086445934,27.208418826173723,5.3586037854181825,1.1413962145818175,37.36315586633442,44.63684413366558,-0.9907359539907943,0.40009950301468655,0.3981686935909433,3,19.24662681203267,26.698963620621285,4.876666294350843,1.6233337056491566,44.84565517756818,37.15434482243182,0.7270362812259139,0.7537761390790909,0.4657001223188132,7,0,0,60.34980734004132,3.369072344099729
NFL_2022_W03_0038,2022,3,GB,SF,10,14,24,-4,0,19.408570203798,22.9836777273948,5.612823690389261,0.887176309610739,32.209511305413336,49.790488694586664,-0.6439280662604971,0.7766421904816732,0.14866272775311296,7,19.763869865062233,22.18925449504548,5.685170003087342,0.8148299969126578,42.61659795226737,39.38340204773263,0.7212640357814679,0.5210418313601952,0.1844628714188561,14,0,0,57.8793151955919,6.401833580051241
NFL_2022_W03_0039,2022,3,NYG,LV,15,18,33,-3,0,21.49386999049333,24.249759870510523,5.21166255090936,1.2883374490906396,40.442363682316575,41.557636317683425,-0.0378241032248281,0.49820716929274944,0.7653562810662407,7,22.682318284413792,21.777259474401692,5.79968287970576,0.7003171202942404,40.55129426011595,41.44870573988405,-0.6361437390094578,0.7170713726081104,0.9461154621336327,7,0,0,68.9799794457557,6.131012566471446
NFL_2022_W03_0040,2022,3,NO,NYG,9,6,15,3,1,19.561525973661904,24.589239419101514,5.74064984103822,0.7593501589617802,33.66573731175318,48.33426268824682,-0.6429106758913328,0.5916476647111248,0.23818278104672652,7,25.159722288473976,18.270959925034834,4.827594752856109,1.6724052471438906,44.79865736597103,37.20134263402897,0.6106299347158102,0.7932372691732659,0.6031974021769796,7,0,0,82.49843765097731,2.1162277316657034
NFL_2022_W03_0041,2022,3,IND,WAS,13,14,27,-1,0,21.239900611067995,24.332407749109606,5.785524589193914,0.7144754108060862,41.99618033669202,40.00381966330798,0.6502146628453196,0.41783552731705437,0.03422811082052912,7,18.869250149503493,25.35904613196002,6.074873604956426,0.4251263950435744,37.37385371439736,44.62614628560264,0.24829781569826803,0.4456469913147443,0.5520471808519802,7,0,0,49.87797362864314,14.618208977983048
NFL_2022_W03_0042,2022,3,GB,NYJ,11,0,11,11,1,19.142379259203967,27.853673122417348,5.51744071823469,0.9825592817653099,43.18153365057447,38.81846634942553,-0.563953785011827,0.5870325006615977,0.4217039345532818,7,23.657766199665605,22.710654526938143,5.838361721920132,0.6616382780798684,38.44080069755169,43.55919930244831,0.05138036460537165,0.3030075715089821,0.27230732651936895,7,0,0,63.83477553947865,12.225816426036857
NFL_2022_W03_0043,2022,3,DAL,CHI,3,4,7,-1,0,18.6717539991571,22.974648939798904,5.825058409842687,0.6749415901573128,42.12956901371916,39.87043098628084,0.1465887563588013,0.7028641779069775,0.4043815015490243,7,22.05248088027689,25.20202581632296,5.151022924786237,1.3489770752137629,39.908381602212344,42.091618397787656,0.037835410565675076,0.22817958006503303,0.1662833687560794,7,0,0,44.06516322599235,11.564788883032177
NFL_2022_W03_0044,2022,3,SEA,MIN,17,9,26,8,1,26.370789907030293,27.155136772919143,5.355309122272876,1.1446908777271236,34.16002043873931,47.83997956126069,-0.4601775552156102,0.5239056673449161,0.1620138778915846,7,22.371933963572435,25.215328611219057,6.135721711155487,0.3642782888445133,39.740079070918604,42.259920929081396,-0.8971483730314993,0.4978197483207419,0.5968428489168892,7,0,0,61.34067889151663,5.165755980663499
NFL_2022_W03_0045,2022,3,CLE,LAR,20,7,27,13,1,22.127935506067523,23.982860582681546,6.146938300069765,0.35306169993023495,43.04896371913025,38.95103628086975,-0.8265895762756328,0.7749024758023584,0.7583924139456815,14,25.04925549688953,22.59681512761131,5.9060189823085985,0.5939810176914015,40.34081067861711,41.65918932138289,0.6131222957228994,0.5952700200264305,0.6922765645178525,7,1,0,80.65137156862113,9.69997378675745
NFL_2022_W03_0046,2022,3,PIT,PHI,0,12,12,-12,0,18.5159580665871,18.441654377101003,4.96873161030105,1.5312683896989503,35.08158444457008,46.91841555542992,-0.15647468053897495,0.6772051027754585,0.7450645481202204,7,24.699174645500392,23.882637569699313,5.823433140041594,0.676566859958406,33.84451233995655,48.15548766004345,0.6890987970701408,0.39146028394595345,0.8289154741506773,3,0,0,65.23047373015814,7.215928257661297
NFL_2022_W03_0047,2022,3,BAL,CHI,14,20,34,-6,0,23.302651326349,22.04485449681851,5.726317245112758,0.7736827548872416,40.32268975805971,41.67731024194029,0.7533307557248989,0.45050365041673535,0.4619428505755876,7,22.410321617481614,23.72427759433466,5.832998073669135,0.6670019263308653,38.82907290647783,43.17092709352217,-0.9574611782992257,0.7248210036105198,0.528937134027212,7,0,1,55.78203169532696,11.507824333966903
NFL_2022_W04_0048,2022,4,SEA,TEN,7,19,26,-12,0,22.79875620303909,26.736771141863386,5.389899803187898,1.1101001968121018,35.820434332292834,46.179565667707166,-0.2907556847184469,0.37234339499244906,0.2963081204559901,7,24.2750546321837,27.840834691992953,5.832615222224448,0.6673847777755517,33.76758581010232,48.23241418989768,0.17821706894178968,0.3663593874180642,0.9103391020575343,14,0,0,57.62335632431602,1.8665633594528452
NFL_2022_W04_0049,2022,4,PIT,PHI,14,15,29,-1,0,25.979893221433834,23.885542289732456,6.065213554045378,0.43478644595462157,43.893645166297986,38.106354833702014,-0.19683952714902508,0.7026954411699473,0.230569195805019,7,20.589826516018135,27.823305150800817,6.184858873738703,0.3151411262612971,33.039782551726304,48.960217448273696,0.02537702203301717,0.3384018870306552,0.17652803200550826,7,0,0,83.07716183424965,12.393085436909487
NFL_2022_W04_0050,2022,4,CAR,CHI,1,10,11,-9,0,24.29777922996153,23.18260366676392,5.521347094040616,0.9786529059593843,47.94137241290759,34.05862758709241,-0.07323850356876016,0.5737624297610713,0.7478716040922285,3,20.163240230365535,23.97274072430341,5.4876608772160775,1.0123391227839225,46.35897836873926,35.64102163126074,0.1858798696834063,0.5480517247026868,0.09148683739775487,3,1,0,52.28317186853417,7.150152424955526
NFL_2022_W04_0051,2022,4,BAL,PHI,6,16,22,-10,0,26.521935333470076,21.29051365369871,5.153708731545239,1.3462912684547614,43.131428685596006,38.868571314403994,0.06520503880152417,0.77727318355523,0.10946886005445389,7,18.35422368418545,27.315894883189898,4.807114995745236,1.692885004254764,32.78053730677077,49.21946269322923,-0.8477382810193996,0.7107241484292612,0.4951465270139743,7,0,0,77.11064346663171,5.217138118532896
NFL_2022_W04_0052,2022,4,ATL,DAL,18,10,28,8,1,23.65731963995791,26.78629986355158,6.014211881343724,0.48578811865627625,45.39221325381875,36.60778674618125,0.3602815435206008,0.5711668269291106,0.7527166395576412,14,20.670282701694212,25.974260216069283,5.791708167401048,0.7082918325989516,43.159543386708535,38.840456613291465,0.7632742655407003,0.7767891729109446,0.46547000876998357,14,0,0,45.79914403630504,5.026782813887128
NFL_2022_W04_0053,2022,4,TB,CIN,13,11,24,2,1,19.60759896048308,26.32134177957742,5.684538937823335,0.8154610621766647,42.144091249593785,39.855908750406215,0.5596907903022872,0.26418838329617506,0.761027902502028,7,26.17967024119062,23.074677337608364,5.163725013489824,1.3362749865101762,40.639766075453686,41.360233924546314,-0.1355184322149754,0.7040729016447314,0.3921512114451966,14,0,0,44.61293775958057,14.058427308546767
NFL_2022_W04_0054,2022,4,WAS,BUF,0,15,15,-15,0,18.67837059105172,25.081720886452814,5.669281724874468,0.8307182751255322,45.94458889843802,36.05541110156198,0.937755710571383,0.6497910990457549,0.13008624013063197,7,21.009635669468164,18.673506014687717,4.864038847337518,1.6359611526624818,47.57582350683835,34.42417649316165,-0.2327754791887564,0.2393756867444078,0.821512947407441,14,0,0,51.362893735977195,0.015442197684500947
NFL_2022_W04_0055,2022,4,ATL,JAX,20,15,35,5,1,22.685394167685843,19.02193619693719,5.217724203385989,1.2822757966140106,44.365164480268874,37.634835519731126,-0.7373297471812439,0.7208325935193758,0.9632366534401319,7,27.4430363495783,26.54209774461566,5.97592603054146,0.5240739694585397,35.68085892850294,46.31914107149706,0.46254013394737115,0.7457147065686911,0.8573600920924986,7,0,0,52.339684105690154,14.759664719397424
NFL_2022_W04_0056,2022,4,ARI,PIT,9,21,30,-12,0,26.940992036791343,20.131047040250834,6.0101015497754915,0.4898984502245085,47.49109484663555,34.50890515336445,0.7372463359112216,0.665958111675045,0.770921844644052,7,20.299546058910863,18.311340828845115,5.46249386936818,1.0375061306318196,34.96840825124994,47.03159174875006,0.0607087874565122,0.21071713548699164,0.7967978278640275,7,0,0,83.53800686262,2.781883120149815
NFL_2022_W04_0057,2022,4,JAX,PHI,1,13,14,-12,0,18.01231835166426,24.073064482626712,5.025155656709466,1.4748443432905338,37.2148074232332,44.7851925767668,-0.1335065020566888,0.7906108444417426,0.14958064266756577,7,23.98327265122427,20.47539955603375,5.712127253523171,0.7878727464768289,41.44422302216996,40.55577697783004,-0.8551062244108822,0.4354961338440109,0.4799388347171235,14,0,0,71.27418487569442,12.901835957838069
NFL_2022_W04_0058,2022,4,CHI,DEN,29,12,41,17,1,18.396188253483572,19.04930178418175,5.783450958761746,0.7165490412382542,32.15633355870694,49.84366644129306,0.03542328676942286,0.25271989948690005,0.35062693120918076,3,22.80506947257829,20.420450158625275,5.583508156881679,0.9164918431183207,37.22338093190387,44.77661906809613,0.6490280937936677,0.4146808105569629,0.32209470221933534,7,0,0,71.02592361117695,12.008800486636243
NFL_2022_W04_0059,2022,4,ATL,DET,11,3,14,8,1,19.674825822590698,24.364302495436366,5.792684727231283,0.7073152727687173,43.42539091411884,38.57460908588116,-0.3210996149143879,0.6888950682479074,0.08011484638467514,7,19.045678403344002,25.064757264869012,6.01935677324452,0.4806432267554799,44.82764932911667,37.17235067088333,0.10600290518391686,0.5584855175791581,0.7838325534188619,14,0,0,47.379976644527375,6.5791082473430755
NFL_2022_W04_0060,2022,4,LAR,NO,10,0,10,10,1,23.932786483101786,22.792789285762872,5.841990691832938,0.6580093081670624,38.93848534330222,43.06151465669778,-0.6766549117063947,0.21251668357492287,0.6532630192373301,7,24.502941858734538,24.157420219422427,6.02056589056237,0.47943410943763,32.69858652331778,49.30141347668222,0.9926678321134839,0.7848758972880701,0.6503256863469369,7,0,0,49.925250621504546,6.27599683001479
NFL_2022_W04_0061,2022,4,JAX,ARI,18,14,32,4,1,26.404524062769333,27.607805514869767,5.829490418132053,0.6705095818679467,40.07751811028828,41.92248188971172,0.027991735617449942,0.5528350268540476,0.029394445756507293,7,19.741933365782536,22.159073661469407,5.874813443293492,0.6251865567065078,40.69280837381261,41.30719162618739,-0.0266621171505943,0.7240539428489965,0.9007018640112585,7,0,0,84.64599923533027,4.257817929129676
NFL_2022_W04_0062,2022,4,SEA,GB,10,18,28,-8,0,21.838471518677963,26.359980637812093,5.642597537126812,0.8574024628731882,37.96557819502295,44.03442180497705,-0.17393765070460598,0.24147967171197168,0.43716538881682654,7,22.658128070202487,20.3579209395921,5.685556746516829,0.8144432534831711,40.20184328329288,41.79815671670712,0.7414998025450228,0.46718315300159935,0.5148173539296902,3,1,0,44.28676785795818,9.781848682956568
