game_id,date,season,home_team,away_team,home_score,away_score,total,home_margin,home_win
NCAAB_2024_0057,2024-11-29,2024,cincinnati,san_francisco,67,68,135,-1,0
NCAAB_2024_0058,2024-11-29,2024,virginia_tech,montana_st.,71,89,160,-18,0
NCAAB_2024_0059,2024-11-29,2024,radford,charlotte,63,65,128,-2,0
NCAAB_2024_0060,2024-11-30,2024,william_&_mary,marshall,78,40,118,38,1
NCAAB_2024_0061,2024-11-30,2024,kansas,arizona,101,96,197,5,1
NCAAB_2024_0062,2024-11-30,2024,toledo,minnesota,67,79,146,-12,0
NCAAB_2024_0063,2024-11-30,2024,le_moyne,rice,74,58,132,16,1
NCAAB_2024_0064,2024-11-31,2024,pepperdine,alcorn_st.,72,82,154,-10,0
NCAAB_2024_0065,2024-11-31,2024,prairie_view_a&m,canisius,60,52,112,8,1
NCAAB_2024_0066,2024-11-31,2024,unc_wilmington,prairie_view_a&m,89,68,157,21,1
NCAAB_2024_0067,2024-11-31,2024,brown,wagner,55,59,114,-4,0
NCAAB_2024_0068,2024-11-32,2024,merrimack,utah,82,76,158,6,1
NCAAB_2024_0069,2024-11-32,2024,kentucky,loyola_md,94,70,164,24,1
NCAAB_2024_0070,2024-11-32,2024,akron,saint_mary's,73,65,138,8,1
NCAAB_2024_0071,2024-11-32,2024,cincinnati,denver,68,83,151,-15,0
NCAAB_2024_0072,2024-11-33,2024,morgan_st.,liu,66,42,108,24,1
NCAAB_2024_0073,2024-11-33,2024,louisiana,ohio,73,76,149,-3,0
NCAAB_2024_0074,2024-11-33,2024,little_rock,drake,79,83,162,-4,0
NCAAB_2024_0075,2024-11-33,2024,vermont,southern_illinois,80,71,151,9,1
NCAAB_2024_0076,2024-11-34,2024,kent_st.,penn_st.,76,63,139,13,1
NCAAB_2024_0077,2024-11-34,2024,boston_university,western_kentucky,72,83,155,-11,0
NCAAB_2024_0078,2024-11-34,2024,morehead_st.,fordham,69,76,145,-7,0
NCAAB_2024_0079,2024-11-34,2024,delaware,texas_southern,76,68,144,8,1
NCAAB_2024_0080,2024-11-35,2024,cal_poly,central_connecticut,68,62,130,6,1
NCAAB_2024_0081,2024-11-35,2024,utsa,portland,79,61,140,18,1
NCAAB_2024_0082,2024-11-35,2024,gonzaga,old_dominion,84,67,151,17,1
NCAAB_2024_0083,2024-11-35,2024,virginia_tech,cleveland_st.,63,83,146,-20,0
NCAAB_2024_0084,2024-11-36,2024,eastern_washington,byu,92,102,194,-10,0
NCAAB_2024_0085,2024-11-36,2024,smu,purdue,97,67,164,30,1
NCAAB_2024_0086,2024-11-36,2024,ut_rio_grande_valley,south_dakota,49,62,111,-13,0
NCAAB_2024_0087,2024-11-36,2024,cal_st._bakersfield,iona,68,54,122,14,1
NCAAB_2024_0088,2024-11-37,2024,east_tennessee_st.,richmond,68,67,135,1,1
NCAAB_2024_0089,2024-11-37,2024,little_rock,albany,70,76,146,-6,0
NCAAB_2024_0090,2024-11-37,2024,wyoming,morgan_st.,57,54,111,3,1
NCAAB_2024_0091,2024-11-37,2024,troy,arizona_st.,83,92,175,-9,0
NCAAB_2024_0092,2024-11-38,2024,texas,vcu,69,74,143,-5,0
NCAAB_2024_0093,2024-11-38,2024,cleveland_st.,georgia,66,89,155,-23,0
NCAAB_2024_0094,2024-11-38,2024,northern_iowa,towson,67,55,122,12,1
NCAAB_2024_0095,2024-11-38,2024,stanford,charleston,74,81,155,-7,0
NCAAB_2024_0096,2024-11-39,2024,william_&_mary,providence,75,73,148,2,1
NCAAB_2024_0097,2024-11-39,2024,san_jose_st.,arizona_st.,74,76,150,-2,0
NCAAB_2024_0098,2024-11-39,2024,idaho_st.,lsu,70,72,142,-2,0
NCAAB_2024_0099,2024-11-39,2024,kennesaw_st.,texas_tech,84,58,142,26,1
NCAAB_2024_0100,2024-11-40,2024,north_texas,georgia_southern,63,49,112,14,1
NCAAB_2024_0101,2024-11-40,2024,eastern_kentucky,evansville,83,68,151,15,1
NCAAB_2024_0102,2024-11-40,2024,arkansas,dartmouth,64,71,135,-7,0
NCAAB_2024_0103,2024-11-40,2024,binghamton,stetson,59,63,122,-4,0
NCAAB_2024_0104,2024-11-41,2024,texas_st.,duke,57,62,119,-5,0
NCAAB_2024_0105,2024-11-41,2024,michigan,arizona_st.,102,64,166,38,1
NCAAB_2024_0106,2024-11-41,2024,lindenwood,toledo,54,72,126,-18,0
NCAAB_2024_0107,2024-11-41,2024,southern,northern_colorado,71,56,127,15,1
NCAAB_2024_0108,2024-11-42,2024,usc_upstate,smu,75,69,144,6,1
NCAAB_2024_0109,2024-11-42,2024,tarleton_st.,bowling_green,83,59,142,24,1
NCAAB_2024_0110,2024-11-42,2024,central_connecticut,texas_southern,77,79,156,-2,0
NCAAB_2024_0111,2024-11-42,2024,usc_upstate,louisiana_monroe,56,57,113,-1,0
NCAAB_2024_0112,2024-11-43,2024,bryant,eastern_kentucky,69,78,147,-9,0
NCAAB_2024_0113,2024-11-43,2024,american,hofstra,65,58,123,7,1
NCAAB_2024_0114,2024-11-43,2024,minnesota,delaware_st.,82,46,128,36,1
NCAAB_2024_0115,2024-11-43,2024,florida_gulf_coast,houston,78,62,140,16,1
NCAAB_2024_0116,2024-11-44,2024,syracuse,northern_illinois,70,75,145,-5,0
NCAAB_2024_0117,2024-11-44,2024,missouri_st.,gonzaga,70,84,154,-14,0
NCAAB_2024_0118,2024-11-44,2024,stetson,mississippi_valley_st.,50,48,98,2,1
NCAAB_2024_0119,2024-11-44,2024,iowa_st.,south_alabama,98,94,192,4,1
NCAAB_2024_0120,2024-11-15,2024,seton_hall,stony_brook,67,65,132,2,1
NCAAB_2024_0121,2024-11-15,2024,northeastern,drexel,73,67,140,6,1
NCAAB_2024_0122,2024-11-15,2024,abilene_christian,arizona,86,90,176,-4,0
NCAAB_2024_0123,2024-11-15,2024,texas_southern,southeast_missouri_st.,77,45,122,32,1
NCAAB_2024_0124,2024-11-16,2024,oklahoma_st.,yale,77,74,151,3,1
NCAAB_2024_0125,2024-11-16,2024,le_moyne,ut_rio_grande_valley,67,59,126,8,1
NCAAB_2024_0126,2024-11-16,2024,illinois_chicago,washington_st.,77,77,154,0,0
NCAAB_2024_0127,2024-11-16,2024,kent_st.,cal_baptist,53,43,96,10,1
NCAAB_2024_0128,2024-11-17,2024,jacksonville_st.,mcneese_st.,66,83,149,-17,0
NCAAB_2024_0129,2024-11-17,2024,fiu,unc_wilmington,59,57,116,2,1
NCAAB_2024_0130,2024-11-17,2024,utep,appalachian_st.,74,62,136,12,1
NCAAB_2024_0131,2024-11-17,2024,high_point,bellarmine,73,61,134,12,1
NCAAB_2024_0132,2024-11-18,2024,michigan,hawaii,82,64,146,18,1
NCAAB_2024_0133,2024-11-18,2024,richmond,cal_baptist,78,64,142,14,1
NCAAB_2024_0134,2024-11-18,2024,washington_st.,florida_gulf_coast,67,81,148,-14,0
NCAAB_2024_0135,2024-11-18,2024,old_dominion,evansville,66,87,153,-21,0
NCAAB_2024_0136,2024-11-19,2024,pittsburgh,saint_francis,68,56,124,12,1
NCAAB_2024_0137,2024-11-19,2024,vmi,the_citadel,66,76,142,-10,0
NCAAB_2024_0138,2024-11-19,2024,iona,youngstown_st.,56,89,145,-33,0
NCAAB_2024_0139,2024-11-19,2024,northern_illinois,san_francisco,74,67,141,7,1
NCAAB_2024_0140,2024-11-20,2024,utsa,southern,73,58,131,15,1
NCAAB_2024_0141,2024-11-20,2024,auburn,oakland,81,74,155,7,1
NCAAB_2024_0142,2024-11-20,2024,toledo,marist,79,75,154,4,1
NCAAB_2024_0143,2024-11-20,2024,oakland,kent_st.,63,72,135,-9,0
NCAAB_2024_0144,2024-11-21,2024,michigan,western_illinois,73,57,130,16,1
NCAAB_2024_0145,2024-11-21,2024,georgia_southern,eastern_illinois,54,47,101,7,1
NCAAB_2024_0146,2024-11-21,2024,massachusetts,tulsa,75,71,146,4,1
NCAAB_2024_0147,2024-11-21,2024,furman,delaware,64,62,126,2,1
NCAAB_2024_0148,2024-11-22,2024,charleston,texas_a&m_commerce,84,53,137,31,1
NCAAB_2024_0149,2024-11-22,2024,north_texas,unlv,87,82,169,5,1
NCAAB_2024_0150,2024-11-22,2024,campbell,richmond,64,65,129,-1,0
NCAAB_2024_0151,2024-11-22,2024,princeton,iowa_st.,72,58,130,14,1
NCAAB_2024_0152,2024-11-23,2024,mississippi_valley_st.,james_madison,72,72,144,0,0
NCAAB_2024_0153,2024-11-23,2024,charlotte,loyola_md,65,64,129,1,1
NCAAB_2024_0154,2024-11-23,2024,washington,colgate,76,78,154,-2,0
NCAAB_2024_0155,2024-11-23,2024,wofford,seattle,83,46,129,37,1
NCAAB_2024_0156,2024-11-24,2024,cal_poly,southern_miss,56,55,111,1,1
NCAAB_2024_0157,2024-11-24,2024,penn_st.,alabama,78,92,170,-14,0
NCAAB_2024_0158,2024-11-24,2024,hawaii,georgia,68,84,152,-16,0
NCAAB_2024_0159,2024-11-24,2024,mississippi,lamar,75,62,137,13,1
NCAAB_2024_0160,2024-11-25,2024,new_hampshire,james_madison,72,89,161,-17,0
NCAAB_2024_0161,2024-11-25,2024,loyola_chicago,little_rock,73,86,159,-13,0
NCAAB_2024_0162,2024-11-25,2024,le_moyne,michigan_st.,66,55,121,11,1
NCAAB_2024_0163,2024-11-25,2024,notre_dame,stonehill,60,68,128,-8,0
NCAAB_2024_0164,2024-11-26,2024,uc_davis,alabama_a&m,81,49,130,32,1
NCAAB_2024_0165,2024-11-26,2024,liberty,unlv,54,86,140,-32,0
NCAAB_2024_0166,2024-11-26,2024,eastern_washington,texas_a&m,79,73,152,6,1
NCAAB_2024_0167,2024-11-26,2024,vcu,alabama_st.,67,80,147,-13,0
NCAAB_2024_0168,2024-11-27,2024,texas_southern,bradley,62,84,146,-22,0
NCAAB_2024_0169,2024-11-27,2024,florida_atlantic,green_bay,73,74,147,-1,0
NCAAB_2024_0170,2024-11-27,2024,baylor,bellarmine,73,54,127,19,1
NCAAB_2024_0171,2024-11-27,2024,rutgers,western_michigan,43,72,115,-29,0
NCAAB_2024_0172,2024-11-28,2024,clemson,loyola_md,72,71,143,1,1
NCAAB_2024_0173,2024-11-28,2024,bellarmine,alcorn_st.,70,53,123,17,1
NCAAB_2024_0174,2024-11-28,2024,florida_st.,south_florida,84,84,168,0,0
NCAAB_2024_0175,2024-11-28,2024,longwood,abilene_christian,57,65,122,-8,0
NCAAB_2024_0176,2024-11-29,2024,longwood,colorado_st.,85,76,161,9,1
NCAAB_2024_0177,2024-11-29,2024,morgan_st.,manhattan,47,56,103,-9,0
NCAAB_2024_0178,2024-11-29,2024,ohio,cal_baptist,75,69,144,6,1
NCAAB_2024_0179,2024-11-29,2024,california,yale,69,64,133,5,1
NCAAB_2024_0180,2024-11-30,2024,penn,detroit_mercy,68,43,111,25,1
NCAAB_2024_0181,2024-11-30,2024,gardner_webb,norfolk_st.,77,74,151,3,1
NCAAB_2024_0182,2024-11-30,2024,sacramento_st.,fiu,57,63,120,-6,0
NCAAB_2024_0183,2024-11-30,2024,louisville,abilene_christian,88,60,148,28,1
NCAAB_2024_0184,2024-11-31,2024,presbyterian,the_citadel,68,52,120,16,1
NCAAB_2024_0185,2024-11-31,2024,tulane,liberty,77,97,174,-20,0
NCAAB_2024_0186,2024-11-31,2024,njit,hampton,48,40,88,8,1
NCAAB_2024_0187,2024-11-31,2024,missouri_st.,arizona,88,84,172,4,1
NCAAB_2024_0188,2024-11-32,2024,minnesota,texas_tech,73,75,148,-2,0
NCAAB_2024_0189,2024-11-32,2024,hofstra,bowling_green,79,71,150,8,1
NCAAB_2024_0190,2024-11-32,2024,colorado,old_dominion,76,60,136,16,1
NCAAB_2024_0191,2024-11-32,2024,gardner_webb,texas,86,92,178,-6,0
NCAAB_2024_0192,2024-11-33,2024,siena,pittsburgh,65,61,126,4,1
NCAAB_2024_0193,2024-11-33,2024,mississippi_st.,south_florida,64,76,140,-12,0
NCAAB_2024_0194,2024-11-33,2024,unc_greensboro,missouri,66,57,123,9,1
NCAAB_2024_0195,2024-11-33,2024,mount_st._mary's,southeast_missouri_st.,73,71,144,2,1
NCAAB_2024_0196,2024-11-34,2024,pacific,texas_st.,55,60,115,-5,0
NCAAB_2024_0197,2024-11-34,2024,illinois,saint_louis,70,72,142,-2,0
NCAAB_2024_0198,2024-11-34,2024,cal_st._bakersfield,unc_asheville,68,67,135,1,1
NCAAB_2024_0199,2024-11-34,2024,georgetown,maine,77,49,126,28,1
NCAAB_2024_0200,2024-11-35,2024,princeton,michigan_st.,94,70,164,24,1
NCAAB_2024_0201,2024-11-35,2024,villanova,connecticut,84,94,178,-10,0
NCAAB_2024_0202,2024-11-35,2024,florida,oral_roberts,66,76,142,-10,0
NCAAB_2024_0203,2024-11-35,2024,north_carolina_a&t,penn_st.,82,59,141,23,1
NCAAB_2024_0204,2024-11-36,2024,tulsa,bethune_cookman,60,82,142,-22,0
NCAAB_2024_0205,2024-11-36,2024,utsa,boise_st.,89,68,157,21,1
NCAAB_2024_0206,2024-11-36,2024,temple,richmond,67,49,116,18,1
NCAAB_2024_0207,2024-11-36,2024,boston_college,st._john's,68,83,151,-15,0
NCAAB_2024_0208,2024-11-37,2024,st._bonaventure,usc_upstate,69,66,135,3,1
NCAAB_2024_0209,2024-11-37,2024,ohio_st.,abilene_christian,73,71,144,2,1
NCAAB_2024_0210,2024-11-37,2024,fairleigh_dickinson,san_diego,66,65,131,1,1
NCAAB_2024_0211,2024-11-37,2024,cal_baptist,minnesota,50,70,120,-20,0
NCAAB_2024_0212,2024-11-38,2024,kansas,cal_st._northridge,71,73,144,-2,0
NCAAB_2024_0213,2024-11-38,2024,marshall,american,51,76,127,-25,0
NCAAB_2024_0214,2024-11-38,2024,siena,mount_st._mary's,68,68,136,0,0
NCAAB_2024_0215,2024-11-38,2024,mercer,southeastern_louisiana,65,65,130,0,0
NCAAB_2024_0216,2024-11-39,2024,unc_asheville,nebraska_omaha,43,47,90,-4,0
NCAAB_2024_0217,2024-11-39,2024,ohio_st.,vermont,82,58,140,24,1
NCAAB_2024_0218,2024-11-39,2024,cornell,uc_santa_barbara,63,74,137,-11,0
NCAAB_2024_0219,2024-11-39,2024,richmond,indiana,98,73,171,25,1
NCAAB_2024_0220,2024-11-40,2024,virginia_tech,wright_st.,72,70,142,2,1
NCAAB_2024_0221,2024-11-40,2024,washington,little_rock,85,83,168,2,1
NCAAB_2024_0222,2024-11-40,2024,pacific,charlotte,72,64,136,8,1
NCAAB_2024_0223,2024-11-40,2024,usc_upstate,miami_fl,71,64,135,7,1
NCAAB_2024_0224,2024-11-41,2024,east_carolina,wichita_st.,71,79,150,-8,0
NCAAB_2024_0225,2024-11-41,2024,uc_san_diego,air_force,65,69,134,-4,0
NCAAB_2024_0226,2024-11-41,2024,tulane,coastal_carolina,66,74,140,-8,0
NCAAB_2024_0227,2024-11-41,2024,merrimack,south_florida,62,83,145,-21,0
NCAAB_2024_0228,2024-11-42,2024,manhattan,troy,81,71,152,10,1
NCAAB_2024_0229,2024-11-42,2024,usc,northern_iowa,67,65,132,2,1
NCAAB_2024_0230,2024-11-42,2024,texas_southern,mississippi,66,63,129,3,1
NCAAB_2024_0231,2024-11-42,2024,stephen_f._austin,navy,60,66,126,-6,0
NCAAB_2024_0232,2024-11-43,2024,radford,northwestern_st.,68,53,121,15,1
NCAAB_2024_0233,2024-11-43,2024,eastern_illinois,north_florida,57,53,110,4,1
NCAAB_2024_0234,2024-11-43,2024,virginia,mount_st._mary's,71,77,148,-6,0
NCAAB_2024_0235,2024-11-43,2024,purdue,georgia_tech,82,79,161,3,1
NCAAB_2024_0236,2024-11-44,2024,florida_atlantic,winthrop,79,72,151,7,1
NCAAB_2024_0237,2024-11-44,2024,drexel,dartmouth,72,68,140,4,1
NCAAB_2024_0238,2024-11-44,2024,georgia_southern,duke,81,64,145,17,1
NCAAB_2024_0239,2024-11-44,2024,bradley,loyola_md,66,62,128,4,1
NCAAB_2024_0240,2024-11-15,2024,north_florida,northwestern_st.,85,54,139,31,1
NCAAB_2024_0241,2024-11-15,2024,san_jose_st.,cal_poly,77,49,126,28,1
NCAAB_2024_0242,2024-11-15,2024,texas_southern,unc_greensboro,54,63,117,-9,0
NCAAB_2024_0243,2024-11-15,2024,robert_morris,alcorn_st.,40,52,92,-12,0
NCAAB_2024_0244,2024-11-16,2024,butler,penn,59,77,136,-18,0
NCAAB_2024_0245,2024-11-16,2024,houston_christian,cal_st._fullerton,43,59,102,-16,0
NCAAB_2024_0246,2024-11-16,2024,iupui,robert_morris,45,56,101,-11,0
NCAAB_2024_0247,2024-11-16,2024,nebraska,monmouth,75,102,177,-27,0
NCAAB_2024_0248,2024-11-17,2024,stetson,liberty,64,59,123,5,1
NCAAB_2024_0249,2024-11-17,2024,chicago_st.,towson,67,64,131,3,1
NCAAB_2024_0250,2024-11-17,2024,utah_tech,rhode_island,63,83,146,-20,0
NCAAB_2024_0251,2024-11-17,2024,fordham,furman,64,80,144,-16,0
NCAAB_2024_0252,2024-11-18,2024,chicago_st.,iowa,55,72,127,-17,0
NCAAB_2024_0253,2024-11-18,2024,iowa,southern_miss,90,105,195,-15,0
NCAAB_2024_0254,2024-11-18,2024,southern_indiana,harvard,83,66,149,17,1
NCAAB_2024_0255,2024-11-18,2024,illinois_chicago,davidson,96,61,157,35,1
NCAAB_2024_0256,2024-11-19,2024,eastern_michigan,loyola_md,51,40,91,11,1
NCAAB_2024_0257,2024-11-19,2024,gonzaga,unc_wilmington,73,66,139,7,1
NCAAB_2024_0258,2024-11-19,2024,nicholls_st.,chattanooga,63,70,133,-7,0
NCAAB_2024_0259,2024-11-19,2024,samford,jackson_st.,64,72,136,-8,0
NCAAB_2024_0260,2024-11-20,2024,idaho,mcneese_st.,56,69,125,-13,0
NCAAB_2024_0261,2024-11-20,2024,denver,pacific,73,56,129,17,1
NCAAB_2024_0262,2024-11-20,2024,wake_forest,southern_utah,77,73,150,4,1
NCAAB_2024_0263,2024-11-20,2024,murray_st.,radford,68,58,126,10,1
NCAAB_2024_0264,2024-11-21,2024,tulsa,st._thomas,81,67,148,14,1
NCAAB_2024_0265,2024-11-21,2024,vermont,southern,49,64,113,-15,0
NCAAB_2024_0266,2024-11-21,2024,uc_san_diego,boston_university,86,52,138,34,1
NCAAB_2024_0267,2024-11-21,2024,central_michigan,arizona_st.,42,60,102,-18,0
NCAAB_2024_0268,2024-11-22,2024,cal_baptist,nebraska,67,74,141,-7,0
NCAAB_2024_0269,2024-11-22,2024,western_carolina,memphis,66,73,139,-7,0
NCAAB_2024_0270,2024-11-22,2024,middle_tennessee,wichita_st.,57,63,120,-6,0
NCAAB_2024_0271,2024-11-22,2024,new_mexico,northwestern_st.,81,84,165,-3,0
NCAAB_2024_0272,2024-11-23,2024,stonehill,eastern_illinois,65,63,128,2,1
NCAAB_2024_0273,2024-11-23,2024,navy,indiana,59,64,123,-5,0
NCAAB_2024_0274,2024-11-23,2024,wichita_st.,samford,68,83,151,-15,0
NCAAB_2024_0275,2024-11-23,2024,saint_peter's,uc_santa_barbara,66,85,151,-19,0
NCAAB_2024_0276,2024-11-24,2024,abilene_christian,san_jose_st.,67,63,130,4,1
NCAAB_2024_0277,2024-11-24,2024,lipscomb,albany,74,57,131,17,1
NCAAB_2024_0278,2024-11-24,2024,dartmouth,rutgers,74,59,133,15,1
NCAAB_2024_0279,2024-11-24,2024,albany,northern_kentucky,75,61,136,14,1
NCAAB_2024_0280,2024-11-25,2024,winthrop,mercer,74,59,133,15,1
NCAAB_2024_0281,2024-11-25,2024,lehigh,texas_a&m_corpus_chris,65,45,110,20,1
NCAAB_2024_0282,2024-11-25,2024,fairleigh_dickinson,rice,62,60,122,2,1
NCAAB_2024_0283,2024-11-25,2024,san_francisco,florida_atlantic,81,79,160,2,1
NCAAB_2024_0284,2024-11-26,2024,loyola_chicago,michigan,72,92,164,-20,0
NCAAB_2024_0285,2024-11-26,2024,depaul,morehead_st.,65,45,110,20,1
NCAAB_2024_0286,2024-11-26,2024,murray_st.,oakland,81,55,136,26,1
NCAAB_2024_0287,2024-11-26,2024,illinois,bethune_cookman,74,76,150,-2,0
NCAAB_2024_0288,2024-11-27,2024,nevada,hofstra,67,69,136,-2,0
NCAAB_2024_0289,2024-11-27,2024,green_bay,fordham,60,67,127,-7,0
NCAAB_2024_0290,2024-11-27,2024,uc_santa_barbara,wagner,71,49,120,22,1
NCAAB_2024_0291,2024-11-27,2024,south_florida,middle_tennessee,71,80,151,-9,0
NCAAB_2024_0292,2024-11-28,2024,uc_davis,north_florida,77,66,143,11,1
NCAAB_2024_0293,2024-11-28,2024,northern_kentucky,bryant,79,65,144,14,1
NCAAB_2024_0294,2024-11-28,2024,marquette,arizona_st.,96,54,150,42,1
NCAAB_2024_0295,2024-11-28,2024,mississippi_valley_st.,high_point,53,66,119,-13,0
NCAAB_2024_0296,2024-11-29,2024,texas_tech,loyola_md,69,64,133,5,1
NCAAB_2024_0297,2024-11-29,2024,iupui,alcorn_st.,43,55,98,-12,0
NCAAB_2024_0298,2024-11-29,2024,tennessee_tech,south_carolina,78,60,138,18,1
NCAAB_2024_0299,2024-11-29,2024,depaul,saint_louis,48,73,121,-25,0
NCAAB_2024_0300,2024-11-30,2024,duke,george_mason,77,99,176,-22,0
NCAAB_2024_0301,2024-11-30,2024,stanford,princeton,77,72,149,5,1
NCAAB_2024_0302,2024-11-30,2024,north_texas,montana,60,92,152,-32,0
NCAAB_2024_0303,2024-11-30,2024,north_alabama,dayton,80,67,147,13,1
NCAAB_2024_0304,2024-11-31,2024,texas_st.,north_florida,70,65,135,5,1
NCAAB_2024_0305,2024-11-31,2024,georgia,stonehill,62,64,126,-2,0
NCAAB_2024_0306,2024-11-31,2024,western_kentucky,oklahoma,75,79,154,-4,0
NCAAB_2024_0307,2024-11-31,2024,iona,green_bay,59,59,118,0,0
NCAAB_2024_0308,2024-11-32,2024,george_washington,utah_st.,62,76,138,-14,0
NCAAB_2024_0309,2024-11-32,2024,stanford,winthrop,57,66,123,-9,0
NCAAB_2024_0310,2024-11-32,2024,utah_st.,bryant,97,58,155,39,1
NCAAB_2024_0311,2024-11-32,2024,georgia_st.,louisiana,61,62,123,-1,0
NCAAB_2024_0312,2024-11-33,2024,utah_valley,merrimack,70,62,132,8,1
NCAAB_2024_0313,2024-11-33,2024,southeastern_louisiana,tennessee_st.,75,61,136,14,1
NCAAB_2024_0314,2024-11-33,2024,san_diego,texas_a&m,74,75,149,-1,0
NCAAB_2024_0315,2024-11-33,2024,florida_st.,siena,57,72,129,-15,0
NCAAB_2024_0316,2024-11-34,2024,north_dakota_st.,brown,67,62,129,5,1
