game_id,season,week,home_team,away_team,home_conference,away_conference,home_score,away_score,total,home_margin,home_win,home_ppg,home_points_allowed_per_game,home_yards_per_play,home_yards_per_play_allowed,home_third_down_pct,home_third_down_pct_defense,home_turnover_margin,home_win_pct,home_last_3_win_pct,home_talent_composite,home_plays_per_game,away_ppg,away_points_allowed_per_game,away_yards_per_play,away_yards_per_play_allowed,away_third_down_pct,away_third_down_pct_defense,away_turnover_margin,away_win_pct,away_last_3_win_pct,away_talent_composite,away_plays_per_game,is_conference_game,is_rivalry_game
NCAAF_2023_W01_0010,2023,1,Ohio State,Appalachian State,B10,SBC,11,8,19,3,1,26.615006093410273,27.72897197590425,5.381822062300692,1.1181779376993077,40.73503773697368,41.26496226302632,1.2900505044324957,0.1598537112221123,0.20891871761536018,0.7381420133833152,76.77858792060127,26.84423946936784,34.66563692317278,5.536949713780314,0.9630502862196861,38.70836360769289,43.29163639230711,-0.4240596561115084,0.31603910170927796,0.29529058841893874,0.6376852562905245,68.06376910596501,0,0
NCAAF_2023_W01_0011,2023,1,UCF,Memphis,AAC,AAC,2,20,22,-18,0,22.744162298364778,22.35551804110579,5.1418818339998555,1.3581181660001445,32.91383355870914,49.08616644129086,-0.1845776309457392,0.6712222150009195,0.32815266747473193,0.31104670874948187,63.876040418193604,24.716493703140422,28.395733084716568,5.793567654427777,0.7064323455722228,47.95910868111188,34.04089131888812,1.4455226649315933,0.8130934767589588,0.8604046183116753,0.5315459582030234,66.2562840128966,1,0
NCAAF_2023_W01_0012,2023,1,Cincinnati,Kansas State,AAC,B12,9,15,24,-6,0,20.032968202430155,31.089890402676385,5.103363442337216,1.3966365576627844,41.73143218898192,40.26856781101808,0.048901044903586044,0.3745130020000591,0.7951861947687037,0.5904365334890647,66.77080628155186,30.444865201096086,21.668957467446333,6.062709263136296,0.43729073686370423,43.47373822696772,38.52626177303228,-0.18308573788309168,0.16668792414092606,0.02535074341545751,0.9415482278118871,84.06621036694813,0,0
NCAAF_2023_W01_0013,2023,1,Georgia,Alabama,SEC,SEC,23,22,45,1,1,28.84704459462209,19.59584593138196,6.0333925148531335,0.46660748514686645,39.842112176202036,42.157887823797964,-1.024060657072527,0.20213995063479584,0.3418796667164016,0.6167006446920771,62.29497664533605,24.795747183148066,21.108721950824226,6.314222657000334,0.18577734299966586,45.140707698112735,36.859292301887265,-1.2175290351943198,0.3647013129826001,0.9795105286215086,0.7981130236729267,64.38325674723346,1,0
NCAAF_2023_W01_0014,2023,1,Memphis,Penn State,AAC,B10,19,21,40,-2,0,23.540869137430413,29.046152604926977,6.078754896800125,0.4212451031998752,43.085320959018446,38.914679040981554,0.4092107923380337,0.7808069004800398,0.6771683423829817,0.6777006388500669,74.33417604179833,29.29347625879223,18.817001711349572,6.367927538796282,0.13207246120371785,48.99004888209363,33.00995111790637,-1.1144989402982695,0.7895235502256025,0.8206394757439553,0.9035196267442513,75.64849175253931,0,0
NCAAF_2023_W01_0015,2023,1,Texas Tech,Kansas State,B12,B12,23,8,31,15,1,23.915822695785927,19.713226023416254,5.142377296920458,1.3576227030795422,47.20775559745018,34.79224440254982,-1.1455055171350312,0.6922265905595281,0.628942846779884,0.8850639689061275,81.93680033817633,21.38722601750331,18.309771036076345,5.637951260587522,0.8620487394124776,32.418894843244864,49.581105156755136,0.7052131314116572,0.7829587908271213,0.2820345725713065,0.6986491711706899,64.43598859449307,0,0
NCAAF_2023_W01_0016,2023,1,Oklahoma,Kansas State,B12,B12,35,7,42,28,1,28.25235353822853,31.199020332613948,6.5090857481693645,-0.009085748169364471,48.2459523202322,33.7540476797678,1.1865696854886014,0.4308214269240387,0.01083765148029836,0.8892601131377096,82.63454941048158,27.440361715855666,23.793660184301302,5.206247737671865,1.2937522623281348,41.094542704061425,40.905457295938575,-1.2261399696415993,0.3714165919518526,0.9500619670508049,0.7120173603607141,83.7651786734389,1,0
NCAAF_2023_W01_0017,2023,1,Oregon,UCLA,P12,P12,13,21,34,-8,0,32.04881851802238,21.61637421541189,6.861858211374585,-0.3618582113745852,49.92676235654592,32.07323764345408,0.6174944516360839,0.9233541523780147,0.6880300101750391,0.857962444876853,80.92409685593435,31.074061046916015,34.08530722898874,6.948496417068821,-0.4484964170688208,33.0056807841923,48.9943192158077,1.100606115932524,0.8127086491993872,0.4260914750469411,0.7910705195577461,65.56441043927576,1,0
NCAAF_2023_W01_0018,2023,1,Western Michigan,Georgia,MAC,SEC,26,2,28,24,1,19.301580490270396,34.77287283451999,6.894497154767717,-0.3944971547677172,45.56080733466095,36.43919266533905,0.17521274920741514,0.4605887078599299,0.906354385094736,0.3334002866794675,62.77993705765378,21.69675428170384,24.362603527854045,6.972002127645742,-0.4720021276457418,38.77267253955648,43.22732746044352,-0.02212468712742255,0.10965059805230622,0.46866064199412627,0.8720014205746028,61.40758189204593,0,0
NCAAF_2023_W01_0019,2023,1,Oklahoma,Penn State,B12,B10,29,8,37,21,1,34.92089758530847,34.356933324067214,5.447191677038905,1.052808322961095,32.218780544416695,49.781219455583305,0.08310332725889946,0.9440200767014052,0.07379656473539886,0.6151059691827017,73.84635711003303,31.667375301943192,24.37279985190297,6.926445078881223,-0.42644507888122263,49.457818880737506,32.542181119262494,1.4079076068572967,0.5446331675446265,0.6293986381352625,0.9119000897943248,77.39371722461543,0,0
NCAAF_2023_W01_0020,2023,1,UCF,Memphis,AAC,AAC,18,13,31,5,1,32.6440694667057,18.983686261881026,5.339359807791131,1.1606401922088692,38.9888309118177,43.0111690881823,-0.7201504114372119,0.4852547198045064,0.032315951109650465,0.40637516998569556,66.99408767922364,33.33923851852554,24.706870576338208,6.2936967233374475,0.20630327666255255,36.12910542268909,45.87089457731091,-0.2663798373834414,0.6123645997198037,0.2709576425151299,0.4441380380821073,63.32962813059374,1,0
NCAAF_2023_W01_0021,2023,1,Boise State,San Diego State,MWC,MWC,14,12,26,2,1,29.61151213421376,25.11013161694052,6.621106661563665,-0.12110666156366534,34.70750403986351,47.29249596013649,1.0263567694071263,0.8125793990044672,0.4686931597949703,0.4523563426524086,70.37048755844162,27.814643134972638,33.856384217018224,6.974552258629889,-0.47455225862988915,42.69435287633843,39.30564712366157,-0.6797787842078813,0.14791917215328804,0.8647223762550532,0.6879657591258412,80.32252522825195,0,1
NCAAF_2023_W01_0022,2023,1,Memphis,UCF,AAC,AAC,10,12,22,-2,0,30.303798642888168,32.44400564151599,6.908102054517444,-0.4081020545174443,36.11557049906233,45.88442950093767,-1.159327223401113,0.6708372162538796,0.5203077009037933,0.5472512961831583,79.30795979339098,33.11625167811885,22.20491772963436,6.21234926890176,0.2876507310982399,44.09061231930542,37.90938768069458,0.06049050333598016,0.8243542752707591,0.5519068387744855,0.4432650872131362,74.02344928838465,0,0
NCAAF_2023_W01_0023,2023,1,Air Force,Boise State,MWC,MWC,3,32,35,-29,0,27.924952821655435,21.620390745651484,5.874949844047459,0.6250501559525414,38.26859840641941,43.73140159358059,0.3662601006836206,0.8330091524347334,0.9495206236576421,0.6134612050964572,63.67683702322595,29.265276289587575,20.318315084975087,6.808317388987497,-0.30831738898749705,41.2518108048766,40.7481891951234,1.279762875484483,0.5182988491176075,0.25824438829895835,0.45861711292850804,71.47839390595654,1,0
NCAAF_2023_W01_0024,2023,1,Ohio State,Michigan,B10,B10,27,7,34,20,1,32.668017086334515,19.28967657784729,5.36376016879829,1.13623983120171,48.14219137830821,33.85780862169179,-0.9231329435739877,0.13473832382650702,0.16893506307216455,0.8336452084823595,66.96475847579896,24.802912375563864,20.190955272481037,5.691334566647726,0.8086654333522736,40.531309524731704,41.468690475268296,-0.9689685471697596,0.1753971536934973,0.12063587110060081,0.6603119549205704,71.51946920081815,1,0
NCAAF_2023_W01_0025,2023,1,UCLA,Miami,P12,ACC,18,37,55,-19,0,26.60199026620311,19.568939965888685,5.3139553654323874,1.1860446345676126,32.046710438905635,49.953289561094365,1.4587709876004453,0.5561020490892327,0.9240417591074331,0.6295809526882387,65.90291332793511,26.431655293600578,26.179471698956984,5.754571930484145,0.7454280695158548,47.629419926640566,34.370580073359434,0.7798662268127567,0.5515758908775039,0.7205160613914648,0.8090473287894007,61.558534062781035,0,0
NCAAF_2023_W01_0026,2023,1,Air Force,San Diego State,MWC,MWC,11,4,15,7,1,29.9938597121374,32.7426546782703,6.474810412187638,0.02518958781236158,42.15137165633905,39.84862834366095,-0.8003507653505963,0.39148783463652126,0.47396994143055615,0.33568173148482244,68.87760758198262,18.48755444373751,24.020493403483133,5.364567756951916,1.1354322430480837,47.13277974580276,34.86722025419724,0.4464685208747281,0.5076447864911127,0.5841994847141693,0.5141342256062094,78.42056188487282,1,0
NCAAF_2023_W01_0027,2023,1,Appalachian State,Coastal Carolina,SBC,SBC,25,14,39,11,1,32.3943583543202,22.154003642899127,5.015068726268149,1.484931273731851,38.576422754133034,43.423577245866966,0.9175946602234304,0.14730546595342903,0.8423140352981816,0.6403270071344584,61.29088694686282,27.720883556697167,26.470210863431983,5.450665595425057,1.0493344045749433,40.78057641455728,41.21942358544272,-1.4452725557149169,0.6924172430114582,0.9972555347683943,0.33515504981605754,82.41525657435052,1,0
NCAAF_2023_W01_0028,2023,1,Texas,Oregon,SEC,P12,21,23,44,-2,0,36.341441418985596,20.905088985631117,6.1432253789398,0.3567746210602003,45.85087279745486,36.14912720254514,0.022831136053365064,0.3060482725528182,0.11483682473920354,0.7132877327414853,75.26550106104082,25.158056540898798,29.366934738715326,5.559958187320568,0.9400418126794321,35.36678747403542,46.63321252596458,-0.6341083402792327,0.5940524882092204,0.1543627152742023,0.7489027535157459,72.02850254637043,0,0
NCAAF_2023_W01_0029,2023,1,Cincinnati,Memphis,AAC,AAC,19,7,26,12,1,19.013999527564284,23.480015364570292,6.520455719779373,-0.020455719779373105,40.48837139390285,41.51162860609715,0.9918582233631872,0.9202728740665357,0.12429722348554473,0.4395473066171981,78.27168688009111,33.83936371823913,31.767865579528795,6.191277481215689,0.308722518784311,39.41313645465083,42.58686354534917,1.3150213704631133,0.2540481062408111,0.0664962673667775,0.6718116576991303,78.52801623225147,1,0
NCAAF_2023_W01_0030,2023,1,USC,Kansas State,B10,B12,30,25,55,5,1,35.905346237197804,20.782151028716978,6.046130849538239,0.45386915046176135,47.789609734635945,34.210390265364055,-0.36916671172527726,0.49327781781916546,0.3013778741641421,0.8858098038150519,78.69023450440628,24.032546400954892,20.792518564826878,5.717660968247005,0.7823390317529952,39.06401193360744,42.93598806639256,0.008161170277437346,0.29738079087479474,0.8995745732745685,0.7536972179995765,69.59728053433028,0,1
NCAAF_2023_W01_0031,2023,1,San Diego State,Penn State,MWC,B10,18,14,32,4,1,19.870368651333827,28.671036902214105,6.240145511857027,0.25985448814297296,48.09006649491724,33.90993350508276,-0.7545325805566028,0.7323543486867754,0.03353243473577938,0.36066995189310047,74.24724212178292,38.796642472269504,23.693395449170463,6.066922183952643,0.43307781604735673,46.19474980204156,35.80525019795844,0.7873760572220716,0.845250791247487,0.34208174871590746,0.7091027237284419,80.53143261680032,0,0
NCAAF_2023_W01_0032,2023,1,Miami,Clemson,ACC,ACC,17,15,32,2,1,30.797212742256733,24.952238010453385,6.131016694645948,0.3689833053540523,42.782528565991875,39.217471434008125,-0.8179470509100389,0.4600573330574105,0.2879296164757261,0.9356761780974097,75.37375657881636,29.727149639912156,31.121993670170166,6.432358149465904,0.06764185053409566,46.88237890056341,35.11762109943659,1.2355572265288943,0.2182487650216026,0.1007946030158865,0.7198834900124902,66.40038829634156,1,0
NCAAF_2023_W01_0033,2023,1,Clemson,Miami,ACC,ACC,18,16,34,2,1,23.050780858285226,28.31415578850855,6.851137025813553,-0.35113702581355266,34.038284825133594,47.961715174866406,1.262525647852117,0.839411907752809,0.5188380571260721,0.8936143302560768,74.78188589362323,31.525767203336265,25.210221412140562,5.901678742808264,0.5983212571917358,49.72714158132202,32.27285841867798,-0.3029918883896092,0.14654739299872663,0.3351972416459009,0.6436319384211434,80.07133621495029,1,1
NCAAF_2023_W01_0034,2023,1,Kansas State,Oklahoma,B12,B12,24,28,52,-4,0,37.27036281225914,25.916902079419824,5.0656933404868765,1.4343066595131235,36.468075969628735,45.531924030371265,-0.5655804866017278,0.7634213514141744,0.2775871726294181,0.6579296610997908,65.50243035202743,38.4592046359697,26.17422862751425,6.825498925758257,-0.32549892575825723,42.39737517364785,39.60262482635215,-0.8619576469763212,0.5378976300457907,0.9755413156827563,0.6118577060863082,71.47472470042533,1,0
NCAAF_2023_W01_0035,2023,1,Louisiana Tech,UTSA,CUSA,CUSA,4,12,16,-8,0,19.07322363821484,21.56839508262496,5.07309933569619,1.42690066430381,42.1671403987271,39.8328596012729,0.07317080798274,0.4746483348974939,0.400763060875326,0.6102110466780042,73.99100828270545,29.999367526386845,33.266922920492135,5.944133890219998,0.555866109780002,33.18275550971034,48.81724449028966,-1.0342792622078625,0.25463891092098045,0.8617856210135173,0.481315533899211,83.65288655334082,1,0
NCAAF_2023_W01_0036,2023,1,USC,Ohio State,B10,B10,20,0,20,20,1,20.507727113206897,30.171527890405756,5.039421075508728,1.460578924491272,46.398489536717406,35.601510463282594,-1.2016758217219645,0.306696362349536,0.7222669318556592,0.8284611377481561,81.39241170265714,23.12305194732381,29.201707012472575,5.208217163969148,1.291782836030852,35.21380391697801,46.78619608302199,0.9906595937009746,0.4376060001756866,0.6680851365706462,0.6833639733663542,65.12460738539552,1,0
NCAAF_2023_W01_0037,2023,1,Boise State,Air Force,MWC,MWC,24,10,34,14,1,31.570049527470136,32.89954928988,6.249522542086503,0.2504774579134974,46.851931965607875,35.148068034392125,-0.46442356535617324,0.7577593447211391,0.36275789466594544,0.31369124432821166,81.52670049936805,19.964430234603334,28.929734581442304,5.67173171429967,0.8282682857003296,38.53506581951163,43.46493418048837,-0.8414684247571239,0.9283651754190394,0.7797587747880308,0.6322618026260999,62.85594814800992,1,0
NCAAF_2023_W01_0038,2023,1,UCLA,Boise State,P12,MWC,7,7,14,0,0,20.44938616640235,27.20778164923474,6.6698604735985985,-0.16986047359859846,41.462423281448345,40.537576718551655,1.2428964196814971,0.20008842045661995,0.5765164755142536,0.6953075642817791,66.85138051718015,22.298837750159137,28.7691297370445,6.968804361407104,-0.4688043614071038,35.090227145269466,46.909772854730534,0.16253400754738023,0.6537073300990845,0.8297418037072016,0.3073562706189867,65.16053179401509,0,0
NCAAF_2023_W01_0039,2023,1,Coastal Carolina,Michigan,SBC,B10,31,14,45,17,1,29.714953255344998,28.762667077076607,5.808763003098049,0.6912369969019512,39.596649071912374,42.403350928087626,-1.2289891182671764,0.7553380367051566,0.06824970535409158,0.6834508709252882,80.92697476757573,25.014613211231953,26.402655452350615,6.541822754128541,-0.04182275412854075,38.36968477810249,43.63031522189751,-0.18841981092826954,0.8781866256981269,0.7215328611219056,0.6645298222376371,75.26011667519894,1,0
NCAAF_2023_W01_0040,2023,1,UTSA,Louisiana Tech,CUSA,CUSA,22,13,35,9,1,25.740079070918604,27.177327241439286,6.910472625446958,-0.41047262544695773,43.21998591628983,38.78001408371017,-0.2616193481797433,0.6991867172356101,0.5982860582681546,0.43775349281769327,71.49203781902828,22.31857955827512,20.754235924156937,5.309344281766473,1.1906557182335273,40.53627155660665,41.46372844339335,-1.2721997688911337,0.16610054246711353,0.0023393906257782593,0.4406160644536875,84.19248470517716,1,0
NCAAF_2023_W01_0041,2023,1,UCLA,Oregon,P12,P12,28,21,49,7,1,22.736372618379228,25.582098140285247,6.464449772819123,0.035550227180877414,43.85810060079291,38.14189939920709,-0.03172510907057857,0.2880280255466619,0.987668007996647,0.8972184780478617,83.60148349216533,39.00474707641605,21.147259790256534,6.613122295722899,-0.11312229572289922,44.46097816132134,37.53902183867866,-1.3817195658944823,0.6997388966383351,0.9252483174156658,0.687383803100715,64.51438362818334,1,1
NCAAF_2023_W01_0042,2023,1,San Diego State,Air Force,MWC,MWC,14,15,29,-1,0,29.15872427594944,33.714735321401015,6.724085301978627,-0.22408530197862664,37.7438085183786,44.2561914816214,-0.8099734881368909,0.202481852910687,0.07695320162920916,0.31480305388619706,77.4072193969535,22.75758411796081,34.50799016781125,6.689098797070141,-0.189098797070141,46.92047853471219,35.07952146528781,-0.4803751086958017,0.7160517557994472,0.06535634079894237,0.5385079513928211,67.88225844576526,1,0
NCAAF_2023_W01_0043,2023,1,Memphis,Cincinnati,AAC,AAC,20,9,29,11,1,26.32268975805971,32.90331142366164,5.000475047151769,1.4995249528482306,38.91135001855506,43.08864998144494,-1.3419484920683142,0.1752618990215754,0.03759677320626087,0.3280118822989884,71.99453317141263,24.82907290647783,25.097603428474166,5.3709458191534445,1.1290541808465555,48.78661836965455,33.21338163034545,0.24227162168198313,0.33093392540865346,0.39828738397563557,0.3037941734513992,62.29248337778576,1,0
NCAAF_2023_W01_0044,2023,1,UCLA,LSU,P12,SEC,1,17,18,-16,0,29.34621533075305,32.497970968762324,6.820678204115069,-0.32067820411506887,33.97041677622407,48.02958322377593,0.8939679664301501,0.3201352538615416,0.5885542289732454,0.6435531450538997,84.55826287700204,25.940057529097643,30.164406358982113,5.090201354440646,1.4097986455593539,39.04934252972641,42.95065747027359,1.1525969343945088,0.6106786794758683,0.9037239671752705,0.9347454941457987,84.72962274533397,0,0
NCAAF_2023_W01_0045,2023,1,UTSA,Louisiana Tech,CUSA,CUSA,15,8,23,7,1,28.394346383877895,26.715704687280645,5.372876524288509,1.1271234757114907,38.30225466500114,43.69774533499886,1.283256849585639,0.94567164924947,0.1738952492194873,0.6876410520563245,69.90605047256646,27.723788718061748,21.921386799201898,6.559168947133506,-0.0591689471335064,33.041168178141135,48.958831821858865,0.774715427112274,0.6916175253457234,0.15389590633985506,0.6535143539853703,80.39582812476544,1,1
NCAAF_2023_W01_0046,2023,1,Western Michigan,Toledo,MAC,MAC,25,18,43,7,1,27.281379325404977,32.91683466471647,6.101714741218279,0.39828525878172094,39.35215783527258,42.64784216472742,-0.012372794763687578,0.16888928352150073,0.22018320194981134,0.40390151350413045,77.0814690914899,19.463789398364078,22.515200724008004,5.1739735198228205,1.3260264801771795,38.70839330622165,43.29160669377835,-1.2716074215290996,0.8235258769414533,0.4951465270139743,0.589368045475434,72.0146644331662,1,1
NCAAF_2023_W01_0047,2023,1,LSU,Appalachian State,SEC,SBC,29,11,40,18,1,33.24224020213129,32.69637896522492,5.490571064510669,1.009428935489331,34.887201895941296,47.112798104058704,-1.182497718514248,0.6941421273336494,0.1892215397850059,0.6835415109553561,82.04092831925875,26.700462527958386,30.476468622212927,5.314681319405052,1.185318680594948,38.01215981741428,43.98784018258572,1.3839458645547222,0.495649507454486,0.8790714802281316,0.6720361402038955,60.12862926886787,0,0
NCAAF_2023_W01_0048,2023,1,Air Force,San Diego State,MWC,MWC,32,1,33,31,1,31.087472385904995,26.626951473934216,6.962372356054847,-0.46237235605484717,36.67646445915488,45.32353554084512,-1.1790580835191249,0.7468737171267238,0.5412665786761103,0.5159941518863421,84.07480009647486,31.31414684732387,18.10855981918617,6.2636270540333365,0.23637294596666347,43.41210265579301,38.58789734420699,-0.47438350188394174,0.6377286091638559,0.9320281055100175,0.6119381580604575,62.562743199766985,1,0
NCAAF_2023_W01_0049,2023,1,Florida State,Miami,ACC,ACC,10,35,45,-25,0,23.327551738645447,30.0457240782447,6.295147286803815,0.2048527131961846,38.90502068730119,43.09497931269881,0.9563569300712809,0.3146324372351249,0.0010294798456333965,0.8875295315926043,63.973457081918916,35.41968585064271,26.050756103396505,6.18879171845709,0.3112082815429096,33.18127060233223,48.81872939766777,-0.09438174969424695,0.9026580897141554,0.10219361969371898,0.7301417352335535,81.35524436153915,1,1
NCAAF_2023_W01_0050,2023,1,Florida State,Miami,ACC,ACC,14,7,21,7,1,33.60998604149426,22.645411958969557,6.887231840335198,-0.38723184033519775,43.49346705795354,38.50653294204646,-0.27199798105487094,0.8599843231272642,0.22995460589108618,0.6959753208220345,65.32761760062708,33.0902242856227,34.164680558256975,5.839454633852244,0.6605453661477556,39.156699163330295,42.843300836669705,-1.406597751346466,0.6539168015695023,0.36852634372376114,0.9443921767859398,81.60895624599092,1,0
NCAAF_2023_W01_0051,2023,1,Miami,Coastal Carolina,ACC,SBC,26,26,52,0,0,37.37246335911222,31.105671358948882,5.262489755364776,1.2375102446352244,48.57526126068237,33.42473873931763,-1.1480754331128167,0.20640792337216787,0.6855652872289714,0.8787880518416616,70.75764737248656,30.425549644667868,32.36131487798709,5.065052358982504,1.4349476410174962,43.099705661373285,38.900294338626715,-0.8984258198989898,0.5178553647302213,0.06420893707513409,0.49260894060502003,74.54928504785997,0,1
NCAAF_2023_W01_0052,2023,1,Louisiana Tech,UTSA,CUSA,CUSA,42,8,50,34,1,25.28352238530882,19.2315970925075,5.5833251574186065,0.9166748425813935,47.482203149405684,34.517796850594316,-1.1852094647454754,0.30573826348314836,0.9866625932671464,0.31584753013934286,63.56238857253783,18.18592863852961,24.672390458913643,6.389963772253085,0.11003622774691468,46.037317800080295,35.962682199919705,-0.0033355396459318065,0.6254323741704012,0.702464970544104,0.4922027789031316,73.99121708717286,1,0
NCAAF_2023_W01_0053,2023,1,Ohio State,Michigan,B10,B10,35,18,53,17,1,20.664062175827333,24.747695695427133,6.601173398218165,-0.10117339821816529,35.01468648066326,46.98531351933674,-1.4052415655230739,0.8957804093071363,0.05197128365147241,0.8227505873402728,73.53240838252677,21.571569943100414,20.256167818732024,5.40030048848962,1.09969951151038,33.8822211260192,48.1177788739808,0.6271815583527491,0.8403237551841727,0.7140869321324278,0.8472665042704154,80.04320207674479,1,0
NCAAF_2023_W01_0054,2023,1,Air Force,Washington,MWC,P12,33,21,54,12,1,26.76147801845978,25.689410836811103,5.163259964061179,1.3367400359388206,36.44785821218264,45.55214178781736,1.4275957674573938,0.38636142300544085,0.18211791568869928,0.6487134266368806,79.74246267856198,36.345955399249874,28.940820818340924,5.120704167981128,1.3792958320188724,34.87180424203739,47.12819575796261,0.47612332650262834,0.5234663589851681,0.5553635509376312,0.6767248955753155,77.9800444568066,1,1
NCAAF_2023_W01_0055,2023,1,Oklahoma,Toledo,B12,MAC,35,8,43,27,1,33.006513726938735,29.56388012133195,6.4543381395326165,0.04566186046738352,39.658880020065354,42.341119979934646,-1.3796724257625526,0.8369767717040812,0.5786754085723934,0.729863567044611,70.96538547973977,21.192679214866324,19.22737295264599,6.485413042399962,0.01458695760003792,38.22682986584533,43.77317013415467,0.6757729812454096,0.5136686002109975,0.8734232380816606,0.6950598254944231,82.51754660028146,0,0
