season,home_team,away_team,actual_total,pred_lower,pred_mean,pred_upper,pred_std,pred_error,abs_pred_error,simulated_line_drift,simulated_live_line,z_score,abs_z_score,is_alert,confidence,bet_direction,theoretical_win_prob,random_outcome,bet_wins,pnl
2023,UCLA 2,Gonzaga 3,160.96569269126343,152.70227,160.94264,169.69879,6.639266,0.023050479349365105,0.023050479349365105,-12.702776503803769,148.2398657081103,-1.913280244657798,1.913280244657798,False,NONE,NONE,0.5,0.1785446620543336,False,0
2023,UCLA 2,Kansas 1,162.79411417779738,147.6685,159.2437,164.96954,6.7582192,3.550416057680195,3.550416057680195,-11.657372886724012,147.58632523339318,-1.7249178325130328,1.7249178325130328,False,NONE,NONE,0.5,0.6527461078518747,False,0
2023,UCLA 2,Marquette 2,154.22414242122014,151.12299,156.18187,168.13411,6.6449704,-1.9577270856158009,1.9577270856158009,-3.736383997667053,152.4454855091689,-0.5622875292409727,0.5622875292409727,False,NONE,NONE,0.5,0.23818278104672652,False,0
2023,UCLA 2,Arizona 2,156.3410053568107,150.71588,158.34746,169.67305,7.405144,-2.006452528931476,2.006452528931476,-7.500160511141808,150.84729737460037,-1.0128311203344238,1.0128311203344238,False,NONE,NONE,0.5,0.09944139275934516,False,0
2023,UCLA 2,Creighton 6,165.96217935838158,147.1239,157.39578,165.6687,7.2440624,8.56639688767845,8.56639688767845,2.2764272938032826,159.67220976450642,0.31424733259527393,0.31424733259527393,False,NONE,NONE,0.5,0.24317219099945409,False,0
2023,Texas 2,Tennessee 4,154.85900518614665,144.60822,155.07079,163.40305,7.3417306,-0.21178033631429116,0.21178033631429116,-6.666468135919245,148.4043173865417,-0.9080240755212109,0.9080240755212109,False,NONE,NONE,0.5,0.7222669318556592,False,0
2023,Texas 2,Purdue 1,141.630036543101,141.76666,155.10298,166.81204,9.783352,-13.472945024281813,13.472945024281813,-13.817064097284131,141.2859174700987,-1.4123037013352915,1.4123037013352915,False,NONE,NONE,0.5,0.8556964681062857,False,0
2023,Texas 2,Gonzaga 3,151.17508587203884,152.29527,161.2385,171.56223,7.5261536,-10.06340900100804,10.06340900100804,11.030697706455289,172.26919257950217,1.465648768921554,1.465648768921554,False,NONE,NONE,0.5,0.8302198645669916,False,0
2023,Texas 2,Kansas 1,154.55429416347204,148.68668,157.74269,165.97931,6.754935,-3.188396876567026,3.188396876567026,-1.5251041864060522,156.217586853633,-0.22577630048653566,0.22577630048653566,False,NONE,NONE,0.5,0.3971835296184548,False,0
2023,Texas 2,Marquette 2,156.25839234118578,151.50682,160.06879,170.15836,7.285756,-3.8103942799079675,3.8103942799079675,0.4919940299796929,160.56078065107343,0.06752820468792384,0.06752820468792384,False,NONE,NONE,0.5,0.6680851365706462,False,0
2023,Texas 2,Arizona 2,164.99494438280993,151.38481,165.34525,171.55054,7.877237,-0.35030097851819164,0.35030097851819164,-11.223078904593551,154.12216645673456,-1.424748186213457,1.424748186213457,False,NONE,NONE,0.5,0.20498429541582097,False,0
2023,Texas 2,Creighton 6,145.99578831498263,148.62724,158.19249,166.1744,6.8543553,-12.196701309040805,12.196701309040805,-3.731392632259275,154.46109699176415,-0.5443827245251827,0.5443827245251827,False,NONE,NONE,0.5,0.29314773026101326,False,0
2023,Texas 2,Saint Mary's 5,137.5248933502246,138.21326,148.04105,163.49219,9.874582,-10.516152792353523,10.516152792353523,1.0953142399820146,149.13636038256013,0.11092258970986608,0.11092258970986608,False,NONE,NONE,0.5,0.8963358185211198,False,0
2023,Texas 2,San Diego St. 5,163.4916092929517,144.23016,153.49036,163.33229,7.4617686,10.001252847639194,10.001252847639194,-8.58844776608016,144.90190867923235,-1.1509935774223028,1.1509935774223028,False,NONE,NONE,0.5,0.013001923510736035,False,0
2023,Purdue 1,Gonzaga 3,172.63028784061237,149.94965,166.38751,172.23439,8.704978,6.242775633581118,6.242775633581118,3.2704429802839217,169.65795518731517,0.37569801834567196,0.37569801834567196,False,NONE,NONE,0.5,0.08550853085446808,False,0
2023,Purdue 1,Kansas 1,158.84852110473912,145.97754,155.56529,163.71687,6.9294276,3.283228746340683,3.283228746340683,-4.162082329815645,151.4032100285828,-0.600638689918805,0.600638689918805,False,NONE,NONE,0.5,0.20788625514602732,False,0
2023,Purdue 1,Marquette 2,163.04731705519325,147.71066,158.98546,168.18126,7.996327,4.061858681169809,4.061858681169809,-2.3324785848508367,156.6529797891726,-0.2916937497932768,0.2916937497932768,False,NONE,NONE,0.5,0.026532203873819715,False,0
2023,Purdue 1,Arizona 2,153.8581828028361,148.26134,160.10428,169.82335,8.422661,-6.246095761617028,6.246095761617028,-5.067970712554539,155.03630785189858,-0.6017066122293969,0.6017066122293969,False,NONE,NONE,0.5,0.18143543508979731,False,0
2023,Purdue 1,Creighton 6,150.31684253296072,145.30417,152.91338,163.43834,7.0836606,-2.596533321531467,2.596533321531467,13.12091000060507,166.03428585509727,1.8522781845089378,1.8522781845089378,False,NONE,NONE,0.5,0.5830415609696922,False,0
2023,Purdue 1,Saint Mary's 5,137.7936516110127,136.10455,146.01128,161.49774,9.919214,-8.217624634104482,8.217624634104482,-0.13388186393784296,145.87739438117936,-0.013497224737933923,0.013497224737933923,False,NONE,NONE,0.5,0.42142455059249795,False,0
2023,Purdue 1,San Diego St. 5,141.08405981369523,139.00436,144.02487,161.29893,8.708817,-2.9408120124766413,2.9408120124766413,-9.211410420276177,134.8134614058957,-1.0577109289559004,1.0577109289559004,False,NONE,NONE,0.5,0.8926717110769748,False,0
2023,Purdue 1,Xavier 3,144.6619306103095,145.37868,157.06062,171.87369,10.349613,-12.398692558635815,12.398692558635815,8.513021671421543,165.57364484036685,0.8225449121031889,0.8225449121031889,False,NONE,NONE,0.5,0.8174435617384409,False,0
2023,Purdue 1,Baylor 3,143.2802871987404,143.49963,154.35823,169.02467,9.970718,-11.077943392079902,11.077943392079902,-12.172688224498211,142.1855423663221,-1.2208436499710222,1.2208436499710222,False,NONE,NONE,0.5,0.34181735169787597,False,0
2023,Kansas 1,Marquette 2,162.3137622426574,151.87158,160.38057,170.28752,7.1937265,1.9331927846495773,1.9331927846495773,1.502507586544443,161.88307704455227,0.20886359500475543,0.20886359500475543,False,NONE,NONE,0.5,0.2594234334312925,False,0
2023,Kansas 1,Arizona 2,176.44371145563818,151.7128,166.59671,176.44472,9.660906,9.847001250560055,9.847001250560055,-18.932188540369186,147.66452166470893,-1.9596701238797756,1.9596701238797756,False,NONE,NONE,0.5,0.3796924081672669,False,0
2023,Kansas 1,Creighton 6,157.8990240282348,149.42717,157.9795,165.42784,6.2502623,-0.08048341805425707,0.08048341805425707,-8.301511136268807,149.67799631002026,-1.3281860488984305,1.3281860488984305,False,NONE,NONE,0.5,0.5902949425148077,False,0
2023,Kansas 1,Saint Mary's 5,149.60747167435062,141.48169,147.54242,163.01955,8.413225,2.06505224075687,2.06505224075687,1.6562379053890572,149.1986573389828,0.19686123586912352,0.19686123586912352,False,NONE,NONE,0.5,0.26806364082287626,False,0
2023,Kansas 1,San Diego St. 5,147.52723962293814,145.84552,149.22264,162.8699,6.65015,-1.6954013682727975,1.6954013682727975,4.910913395683046,154.133554386894,0.7384665799954104,0.7384665799954104,False,NONE,NONE,0.5,0.624148907849134,False,0
2023,Kansas 1,Xavier 3,176.27573345899725,149.73413,161.24611,173.41714,9.251178,15.029624450208189,15.029624450208189,1.5853584364748228,162.83146744526388,0.1713682811899705,0.1713682811899705,False,NONE,NONE,0.5,0.4094116521912404,False,0
2023,Kansas 1,Baylor 3,154.44466300816268,148.0375,158.154,168.76857,8.098072,-3.7093439498451346,3.7093439498451346,-0.9365281234702403,157.21747883453756,-0.11564828238824053,0.11564828238824053,False,NONE,NONE,0.5,0.5520471808519802,False,0
2023,Kansas 1,Florida Atlantic 9,148.5352420326037,148.3173,153.76271,164.46637,6.308228,-5.227468538685372,5.227468538685372,-1.899430768207274,151.86327980308178,-0.3011036955892888,0.3011036955892888,False,NONE,NONE,0.5,0.4361265291353167,False,0
2023,Kansas 1,Duke 5,140.67079316524848,143.89804,152.68831,163.06552,7.487297,-12.01751555057183,12.01751555057183,-11.070133348822282,141.61817536699803,-1.4785219903674274,1.4785219903674274,False,NONE,NONE,0.5,0.29446575954191767,False,0
2023,Arizona 2,Creighton 6,150.77347776182296,151.22711,156.91667,165.81416,5.698067,-6.1431939911067275,6.1431939911067275,-4.101720664514999,152.8149510884147,-0.7198442083947086,0.7198442083947086,False,NONE,NONE,0.5,0.9484533069621567,False,0
2023,Arizona 2,Saint Mary's 5,163.5743606837634,146.80801,156.08022,163.58252,6.5525413,7.494145229661825,7.494145229661825,-3.0183545508045375,153.06186090329703,-0.46063877095978745,0.46063877095978745,False,NONE,NONE,0.5,0.7636057941597608,False,0
2023,Arizona 2,San Diego St. 5,151.431261936759,148.87299,152.6869,163.2172,5.603206,-1.2556429704675622,1.2556429704675622,5.923273767374792,158.61017867460134,1.0571222262189157,1.0571222262189157,False,NONE,NONE,0.5,0.14011317576645255,False,0
2023,Arizona 2,Xavier 3,183.5637543455918,153.23514,163.53964,182.35818,11.37619,20.02411201160743,20.02411201160743,3.909067013363135,167.44870934734752,0.3436182895684614,0.3436182895684614,False,NONE,NONE,0.5,0.8684679758979128,False,0
2023,Arizona 2,Baylor 3,156.50895713928844,151.07135,161.97563,175.78886,9.655279,-5.466674574578747,5.466674574578747,-17.02264486951637,144.95298684435082,-1.7630401553627342,1.7630401553627342,False,NONE,NONE,0.5,0.48743119824951364,False,0
2023,Arizona 2,Florida Atlantic 9,153.20683302151076,151.05153,155.78362,165.38931,5.600697,-2.5767820907939267,2.5767820907939267,1.8150961282816729,157.59871124058637,0.324083969394795,0.324083969394795,False,NONE,NONE,0.5,0.8945522268940914,False,0
2023,Arizona 2,Duke 5,164.10410803637916,148.95062,154.21179,163.47256,5.6726336,9.89231604419166,9.89231604419166,-2.1844307011068618,152.02736129108064,-0.38508228041631654,0.38508228041631654,False,NONE,NONE,0.5,0.7998552559473152,False,0
2023,Arizona 2,West Virginia 9,161.15979658562685,152.03893,159.18616,166.04283,5.470276,1.9736393590643502,1.9736393590643502,-3.7029500901746553,155.48320713638785,-0.6769220003059587,0.6769220003059587,False,NONE,NONE,0.5,0.42521350446923345,False,0
2023,Arizona 2,Memphis 8,154.08870903111404,152.45956,158.15675,171.30923,7.3631525,-4.068044508925027,4.068044508925027,4.503865797796053,162.6606193378351,0.6116762888408679,0.6116762888408679,False,NONE,NONE,0.5,0.022469308320117398,False,0
2023,Saint Mary's 5,San Diego St. 5,142.39960023488797,137.68951,145.39592,160.55513,8.931881,-2.9963195649167176,2.9963195649167176,9.208764995397175,154.60468479520188,1.030999522495951,1.030999522495951,False,NONE,NONE,0.5,0.2686773593849461,False,0
2023,Saint Mary's 5,Xavier 3,160.94944351223654,141.42628,152.24582,168.65788,10.637343,8.703624420439667,8.703624420439667,9.906346434850295,162.15216552664717,0.9312801191161986,0.9312801191161986,False,NONE,NONE,0.5,0.5416342146608669,False,0
2023,Saint Mary's 5,Baylor 3,151.992826686822,142.54865,153.84653,165.2825,8.880413,-1.8537004127873615,1.8537004127873615,-7.452598249563491,146.39392885004588,-0.8392175232226385,0.8392175232226385,False,NONE,NONE,0.5,0.6334782198261473,False,0
2023,Saint Mary's 5,Florida Atlantic 9,147.57097535534615,142.34424,148.58694,160.7982,7.20858,-1.0159692247319754,1.0159692247319754,-2.2289821535979395,146.35796242648019,-0.3092123758512146,0.3092123758512146,False,NONE,NONE,0.5,0.2578876854332023,False,0
2023,Saint Mary's 5,Duke 5,152.870637030554,138.04889,149.2212,160.2198,8.660513,3.649430365514945,3.649430365514945,2.8689112289835297,152.0901178940226,0.33126343140356396,0.33126343140356396,False,NONE,NONE,0.5,0.13935607407282413,False,0
2023,Saint Mary's 5,West Virginia 9,140.95059909953207,140.59865,149.45148,161.10239,8.009273,-8.50087795124918,8.50087795124918,7.813406832705164,157.26488388348642,0.9755451271223592,0.9755451271223592,False,NONE,NONE,0.5,0.8349302367992991,False,0
2023,Saint Mary's 5,Memphis 8,160.3372876345583,142.21591,154.57072,167.69983,9.954656,5.766563147253606,5.766563147253606,-4.770014532796667,149.80070995450802,-0.47917423784529,0.47917423784529,False,NONE,NONE,0.5,0.9844021807035521,False,0
2023,Saint Mary's 5,Kansas St. 3,157.0343190164301,141.03076,153.94167,162.42982,8.359009,3.0926533670160268,3.0926533670160268,-1.551925017701197,152.38974063171287,-0.18565897666381712,0.18565897666381712,False,NONE,NONE,0.5,0.5256901823026858,False,0
2023,Saint Mary's 5,Arkansas 8,136.84530820764053,136.87614,147.59001,161.44496,9.597195,-10.74470338903916,10.74470338903916,-10.61771211756952,136.97229947911018,-1.1063349740060282,1.1063349740060282,False,NONE,NONE,0.5,0.1716792858483035,False,0
2023,Xavier 3,Baylor 3,149.95581247839348,150.73505,159.8441,172.89464,8.656091,-9.888288473754955,9.888288473754955,-10.354473077512045,149.4896278746364,-1.1962066240806708,1.1962066240806708,False,NONE,NONE,0.5,0.27230732651936895,False,0
2023,Xavier 3,Florida Atlantic 9,157.44851878569128,150.51167,157.4387,165.7581,5.9556365,0.009813341355339844,0.009813341355339844,4.839108446109645,162.27781389044557,0.812525822394198,0.812525822394198,False,NONE,NONE,0.5,0.018390676547466733,False,0
2023,Xavier 3,Duke 5,152.39932728714356,148.57962,154.94337,163.87466,5.9746265,-2.544047346645499,2.544047346645499,8.103027670852585,163.04640230464165,1.356240028570823,1.356240028570823,False,NONE,NONE,0.5,0.914298806560499,False,0
2023,Xavier 3,West Virginia 9,151.1533703780164,151.16838,158.30804,165.8211,5.723721,-7.154674055577345,7.154674055577345,-0.41216584707313436,157.8958785865206,-0.07201012158033385,0.07201012158033385,False,NONE,NONE,0.5,0.11775108289014113,False,0
2023,Xavier 3,Memphis 8,171.9229299967185,152.3333,160.83963,171.98001,7.6744976,11.08329986976537,11.08329986976537,7.70161082077894,168.54124094773206,1.0035328978920242,1.0035328978920242,False,NONE,NONE,0.5,0.5765164755142536,False,0
2023,Xavier 3,Kansas St. 3,165.5762560011732,151.51468,162.42169,168.15459,6.499964,3.154564106641942,3.154564106641942,2.3506212296975355,164.7723131242288,0.36163602504763415,0.36163602504763415,False,NONE,NONE,0.5,0.274055220687206,False,0
2023,Xavier 3,Arkansas 8,167.0356991629588,149.6621,160.46056,167.17519,6.8410516,6.575143132685355,6.575143132685355,-4.413297515576936,156.0472585146965,-0.6451197546051243,0.6451197546051243,False,NONE,NONE,0.5,0.5541780025157934,False,0
2023,Xavier 3,Maryland 8,169.05192210185868,147.14975,159.93248,165.90579,7.326579,9.119442243460242,9.119442243460242,2.6477934879572413,162.58027334635568,0.36139560550841393,0.36139560550841393,False,NONE,NONE,0.5,0.6514203883518642,False,0
2023,Xavier 3,Miami FL 5,156.00728202991894,151.97723,157.11777,170.09055,7.0755124,-1.1104853040654348,1.1104853040654348,10.882396811849022,168.0001641458334,1.5380365664659692,1.5380365664659692,False,NONE,NONE,0.5,0.8297418037072016,False,0
2023,Florida Atlantic 9,Duke 5,159.76864602142314,142.80017,152.78362,163.13982,7.945174,6.98503090911845,6.98503090911845,-0.28464412224165,152.49897099006304,-0.03582603910995154,0.03582603910995154,False,NONE,NONE,0.5,0.2064212717606032,False,0
2023,Florida Atlantic 9,West Virginia 9,160.54236976072283,147.28658,156.577,164.9196,6.887901,3.96537391111346,3.96537391111346,10.777110334464037,167.3541061840734,1.5646436558140062,1.5646436558140062,False,NONE,NONE,0.5,0.010995828658480478,False,0
2023,Florida Atlantic 9,Memphis 8,146.96849671043287,147.85353,156.25273,168.76501,8.168549,-9.284234612809314,9.284234612809314,-21.39951516041228,134.8532161628299,-2.6197451040897444,2.6197451040897444,True,HIGH,OVER,0.68,0.13688563006880727,True,100
2023,Florida Atlantic 9,Kansas St. 3,151.9198631075435,147.87671,157.97787,167.24992,7.5676622,-6.058011648315869,6.058011648315869,6.219880546561315,164.1977553024207,0.8219025043752238,0.8219025043752238,False,NONE,NONE,0.5,0.9000186418481051,False,0
2023,Florida Atlantic 9,Arkansas 8,163.52947185697215,145.40878,158.42665,165.96329,8.029103,5.1028208559955885,5.1028208559955885,0.6989099010283406,159.1255609020049,0.08704706823817122,0.08704706823817122,False,NONE,NONE,0.5,0.8738900775625152,False,0
2023,Florida Atlantic 9,Maryland 8,158.73969983363756,140.9049,154.74228,164.15521,9.08215,3.997420780903184,3.997420780903184,-2.71562974536453,152.02664930736984,-0.29900735046586746,0.29900735046586746,False,NONE,NONE,0.5,0.5974131021703083,False,0
2023,Florida Atlantic 9,Miami FL 5,173.61194160389417,148.63945,156.83505,167.94719,7.5420856,16.77688911365979,16.77688911365979,0.6920676357194835,157.52712012595387,0.0917607765355023,0.0917607765355023,False,NONE,NONE,0.5,0.6005168604336534,False,0
2023,Florida Atlantic 9,TCU 6,167.87027127642588,146.00781,160.68477,167.28664,8.31204,7.1855025996680695,7.1855025996680695,-16.520752974788618,144.1640157019692,-1.9875689146008928,1.9875689146008928,False,NONE,NONE,0.5,0.6650366745462555,False,0
2023,Florida Atlantic 9,Michigan St. 7,161.20635311903283,141.87051,157.67255,164.26321,8.7471485,3.5338067323140763,3.5338067323140763,-1.9215026272202027,155.75104375949854,-0.21967188783751193,0.21967188783751193,False,NONE,NONE,0.5,0.1753712786234496,False,0
2023,West Virginia 9,Memphis 8,163.43415403209866,148.23788,157.33517,169.26465,8.21358,6.098979471551786,6.098979471551786,2.9331727220887385,160.2683472826356,0.3571125715117464,0.3571125715117464,False,NONE,NONE,0.5,0.9144119459249598,False,0
2023,West Virginia 9,Kansas St. 3,173.84904981601724,148.22945,159.1091,167.58006,7.5588346,14.739949474220367,14.739949474220367,11.171156570717637,170.28025691251452,1.477894044741516,1.477894044741516,False,NONE,NONE,0.5,0.4187705248920731,False,0
2023,West Virginia 9,Arkansas 8,161.03185167431778,146.21262,158.3742,166.27133,7.835436,2.657645131349028,2.657645131349028,-4.0608730572196965,154.31333348574904,-0.5182702182736474,0.5182702182736474,False,NONE,NONE,0.5,0.38313852824949746,False,0
2023,West Virginia 9,Maryland 8,164.96128525686703,141.66031,158.20773,165.43388,9.286552,6.753552102570154,6.753552102570154,-7.50811823193976,150.6996149223571,-0.8084936028931876,0.8084936028931876,False,NONE,NONE,0.5,0.5189177052828375,False,0
2023,West Virginia 9,Miami FL 5,147.8708421585764,148.45071,155.43454,167.88084,7.589895,-7.563697636345466,7.563697636345466,-3.808283161703669,151.62625663321822,-0.5017570435845365,0.5017570435845365,False,NONE,NONE,0.5,0.046965966775055046,False,0
2023,West Virginia 9,TCU 6,152.1075947030143,146.83461,160.28583,167.2344,7.9686704,-8.178232933704436,8.178232933704436,7.294537730315086,167.58036536703383,0.9154021177020741,0.9154021177020741,False,NONE,NONE,0.5,0.1662833687560794,False,0
2023,West Virginia 9,Michigan St. 7,167.44507011383078,142.99408,158.61682,166.02083,8.994823,8.82824882476828,8.82824882476828,2.957058192290675,161.57387948135317,0.32875110965968446,0.32875110965968446,False,NONE,NONE,0.5,0.7380336164263704,False,0
2023,West Virginia 9,Kentucky 6,141.6487052945981,141.52103,154.18098,164.12137,8.8282585,-12.53227920247221,12.53227920247221,-4.676860029498916,149.5041244675714,-0.5297602037670388,0.5297602037670388,False,NONE,NONE,0.5,0.08279866792512647,False,0
2023,West Virginia 9,Utah St. 10,164.37662473556492,146.16937,154.99606,165.13725,7.4093285,9.380561503143042,9.380561503143042,3.8029670001138145,158.7990302325357,0.5132674331133561,0.5132674331133561,False,NONE,NONE,0.5,0.6031521094663882,False,0
2023,Kansas St. 3,Arkansas 8,169.22998446852523,142.81253,156.52483,164.29124,8.390122,12.705158418720544,12.705158418720544,0.8144925226457761,157.33931857245045,0.09707754934804039,0.09707754934804039,False,NONE,NONE,0.5,0.24534910968132095,False,0
2023,Kansas St. 3,Maryland 8,140.04949065651843,140.07776,157.24121,163.10562,8.995259,-17.19172028098157,17.19172028098157,8.713212844933695,165.9544237824337,0.9686449905328892,0.9686449905328892,False,NONE,NONE,0.5,0.38929561404197655,False,0
2023,Kansas St. 3,Miami FL 5,160.23502556581445,150.07619,160.21332,168.45522,7.179308,0.02170769472070333,0.02170769472070333,-5.0402553495058084,155.17306252158795,-0.7020530938773524,0.7020530938773524,False,NONE,NONE,0.5,0.28869373677069987,False,0
2023,Kansas St. 3,TCU 6,142.9478711360534,143.5599,157.9653,165.22383,8.462471,-15.017430377618467,15.017430377618467,-2.772831416101214,155.19247009757066,-0.3276621465977682,0.3276621465977682,False,NONE,NONE,0.5,0.35567271646494913,False,0
2023,Kansas St. 3,Michigan St. 7,163.11441336286572,144.58533,161.3696,163.14198,7.248694,1.7448149741938437,1.7448149741938437,-2.8422719946192734,158.5273263940526,-0.39210815313215763,0.39210815313215763,False,NONE,NONE,0.5,0.7190459051842455,False,0
2023,Kansas St. 3,Kentucky 6,161.2176753534992,145.6889,157.98444,162.58842,6.6013756,3.233239318342953,3.233239318342953,-9.661211839321368,148.32322419583488,-1.4635149481321186,1.4635149481321186,False,NONE,NONE,0.5,0.297121715623175,False,0
2023,Kansas St. 3,Utah St. 10,164.10172064702215,148.3774,159.87802,164.12334,6.1507583,4.223699406787773,4.223699406787773,1.8213642420181018,161.69938548225247,0.29612027706457605,0.29612027706457605,False,NONE,NONE,0.5,0.5664046402968972,False,0
2023,Kansas St. 3,Iowa St. 6,157.769275018511,142.1195,153.60284,161.65474,7.6309505,4.166430780229746,4.166430780229746,1.9920998469502222,155.59494408523148,0.26105527217988933,0.26105527217988933,False,NONE,NONE,0.5,0.47605040219909966,False,0
2023,Kansas St. 3,Indiana 4,156.2952984352384,145.53694,158.88583,164.3399,7.3449078,-2.590535304995967,2.590535304995967,0.03755786737680548,158.9233916076112,0.00511345664246089,0.00511345664246089,False,NONE,NONE,0.5,0.6636711653626481,False,0
2023,Maryland 8,Miami FL 5,165.05525706067192,144.54839,155.41512,165.29152,8.102787,9.640141704226608,9.640141704226608,-1.9008095788602808,153.51430577758504,-0.23458713337514692,0.23458713337514692,False,NONE,NONE,0.5,0.936829739324758,False,0
2023,Maryland 8,TCU 6,160.91918291445523,140.20265,154.31523,163.21646,8.989769,6.603951591213047,6.603951591213047,-12.723855994821147,141.59137532842104,-1.4153707420504142,1.4153707420504142,False,NONE,NONE,0.5,0.7325720972102503,False,0
2023,Maryland 8,Michigan St. 7,135.8149593003905,138.49982,149.78166,161.29362,8.9038315,-13.966702686914175,13.966702686914175,-3.745355067566322,146.03630691973837,-0.42064532276535904,0.42064532276535904,False,NONE,NONE,0.5,0.21494037859075676,False,0
2023,Maryland 8,Kentucky 6,155.6928831946324,141.44794,150.2793,160.95415,7.6196136,5.413586319632401,5.413586319632401,-2.61135220731035,147.66794466768965,-0.3427145165267695,0.3427145165267695,False,NONE,NONE,0.5,0.031183135061284672,False,0
2023,Maryland 8,Utah St. 10,144.5098965213607,142.2862,149.52151,161.6794,7.5754704,-5.011618371217423,5.011618371217423,-6.077627743721694,143.44388714885642,-0.8022772692216189,0.8022772692216189,False,NONE,NONE,0.5,0.2622640442998251,False,0
2023,Maryland 8,Iowa St. 6,127.8671490926369,129.29742,138.06732,160.47932,12.18043,-10.200172684706857,10.200172684706857,-1.9645293874448937,136.10279238989887,-0.16128571166600914,0.16128571166600914,False,NONE,NONE,0.5,0.5950779307002548,False,0
2023,Maryland 8,Indiana 4,136.0433832558063,137.16478,149.66356,162.0566,9.723366,-13.620175704154633,13.620175704154633,3.9287342760216784,153.59229323598262,0.4040508568145384,0.4040508568145384,False,NONE,NONE,0.5,0.05142581348425035,False,0
2023,Maryland 8,North Texas,142.13630961373107,132.4707,140.41032,159.5848,10.591441,1.7259855170513845,1.7259855170513845,19.97742697908112,160.3877510757608,1.8861859012105302,1.8861859012105302,False,NONE,NONE,0.5,0.49636624720123634,False,0
2023,Maryland 8,Auburn 9,159.41059717352567,139.21957,150.70929,160.83287,8.442694,8.701307622744423,8.701307622744423,1.473907002358037,152.18319655313928,0.17457781283183896,0.17457781283183896,False,NONE,NONE,0.5,0.5968428489168892,False,0
2023,TCU 6,Michigan St. 7,157.70384822727618,144.55478,156.66663,163.08997,7.2403073,1.0372222507136826,1.0372222507136826,1.8647439820738898,158.5313699586364,0.25755039072276437,0.25755039072276437,False,NONE,NONE,0.5,0.3342438908169608,False,0
