game_id,date,team,period,estimated_pull_time,time_remaining_seconds,score_differential,trailing_goals,outcome,empty_net_goal_time
2023020094,2023-10-24,EDM,3,05:08,308,3,3,no_tie,16:37
2023020097,2023-10-24,ARI,3,02:22,142,3,3,no_tie,19:23
2023020099,2023-10-25,NJD,3,03:20,200,2,2,no_tie,18:25
2023020102,2023-10-26,DET,3,02:47,167,3,3,no_tie,18:58
2023020108,2023-10-26,DAL,3,01:56,116,3,3,no_tie,19:49
2023020109,2023-10-26,CGY,3,03:52,232,3,3,no_tie,17:53
2023020119,2023-10-28,DET,3,04:04,244,3,3,no_tie,17:41
2023020126,2023-10-29,COL,3,04:53,293,4,4,no_tie,16:52
2023020128,2023-10-29,SJS,3,02:43,163,2,2,no_tie,19:02
2023020129,2023-10-29,CGY,3,02:32,152,3,3,no_tie,19:13
2023020085,2023-10-24,OTT,3,02:08,128,2,2,no_tie,19:37
2023020087,2023-10-24,MTL,3,02:11,131,3,3,no_tie,19:34
2023020089,2023-10-24,SJS,3,01:47,107,2,2,no_tie,19:58
2023020090,2023-10-24,NYI,3,02:45,165,2,2,no_tie,19:00
2023020090,2023-10-24,NYI,3,02:16,136,3,3,no_tie,19:29
2023020093,2023-10-24,STL,3,02:55,175,2,2,no_tie,18:50
2023020094,2023-10-24,EDM,3,05:08,308,3,3,no_tie,16:37
2023020097,2023-10-24,ARI,3,02:22,142,3,3,no_tie,19:23
2023020099,2023-10-25,NJD,3,03:20,200,2,2,no_tie,18:25
2023020102,2023-10-26,DET,3,02:47,167,3,3,no_tie,18:58
2023020108,2023-10-26,DAL,3,01:56,116,3,3,no_tie,19:49
2023020109,2023-10-26,CGY,3,03:52,232,3,3,no_tie,17:53
2023020119,2023-10-28,DET,3,04:04,244,3,3,no_tie,17:41
2023020126,2023-10-29,COL,3,04:53,293,4,4,no_tie,16:52
2023020128,2023-10-29,SJS,3,02:43,163,2,2,no_tie,19:02
2023020129,2023-10-29,CGY,3,02:32,152,3,3,no_tie,19:13
2023020136,2023-10-30,CBJ,3,05:24,324,3,3,tie_game,16:21
2023020099,2023-10-25,NJD,3,03:20,200,2,2,no_tie,18:25
2023020102,2023-10-26,DET,3,02:47,167,3,3,no_tie,18:58
2023020108,2023-10-26,DAL,3,01:56,116,3,3,no_tie,19:49
2023020109,2023-10-26,CGY,3,03:52,232,3,3,no_tie,17:53
2023020119,2023-10-28,DET,3,04:04,244,3,3,no_tie,17:41
2023020126,2023-10-29,COL,3,04:53,293,4,4,no_tie,16:52
2023020128,2023-10-29,SJS,3,02:43,163,2,2,no_tie,19:02
2023020129,2023-10-29,CGY,3,02:32,152,3,3,no_tie,19:13
2023020136,2023-10-30,CBJ,3,05:24,324,3,3,tie_game,16:21
2023020140,2023-10-31,NSH,3,04:43,283,3,3,no_tie,17:02
2023020102,2023-10-26,DET,3,02:47,167,3,3,no_tie,18:58
2023020108,2023-10-26,DAL,3,01:56,116,3,3,no_tie,19:49
2023020109,2023-10-26,CGY,3,03:52,232,3,3,no_tie,17:53
2023020119,2023-10-28,DET,3,04:04,244,3,3,no_tie,17:41
2023020126,2023-10-29,COL,3,04:53,293,4,4,no_tie,16:52
2023020128,2023-10-29,SJS,3,02:43,163,2,2,no_tie,19:02
2023020129,2023-10-29,CGY,3,02:32,152,3,3,no_tie,19:13
2023020136,2023-10-30,CBJ,3,05:24,324,3,3,tie_game,16:21
2023020140,2023-10-31,NSH,3,04:43,283,3,3,no_tie,17:02
2023020141,2023-11-01,PHI,3,04:53,293,3,3,no_tie,16:52
2023020119,2023-10-28,DET,3,04:04,244,3,3,no_tie,17:41
2023020126,2023-10-29,COL,3,04:53,293,4,4,no_tie,16:52
2023020128,2023-10-29,SJS,3,02:43,163,2,2,no_tie,19:02
2023020129,2023-10-29,CGY,3,02:32,152,3,3,no_tie,19:13
2023020136,2023-10-30,CBJ,3,05:24,324,3,3,tie_game,16:21
2023020140,2023-10-31,NSH,3,04:43,283,3,3,no_tie,17:02
2023020141,2023-11-01,PHI,3,04:53,293,3,3,no_tie,16:52
2023020146,2023-11-02,TBL,3,03:56,236,2,2,no_tie,17:49
2023020147,2023-11-02,DET,3,02:57,177,2,2,no_tie,18:48
2023020155,2023-11-02,WPG,3,04:37,277,3,3,no_tie,17:08
2023020119,2023-10-28,DET,3,04:04,244,3,3,no_tie,17:41
2023020126,2023-10-29,COL,3,04:53,293,4,4,no_tie,16:52
2023020128,2023-10-29,SJS,3,02:43,163,2,2,no_tie,19:02
2023020129,2023-10-29,CGY,3,02:32,152,3,3,no_tie,19:13
2023020136,2023-10-30,CBJ,3,05:24,324,3,3,tie_game,16:21
2023020140,2023-10-31,NSH,3,04:43,283,3,3,no_tie,17:02
2023020141,2023-11-01,PHI,3,04:53,293,3,3,no_tie,16:52
2023020146,2023-11-02,TBL,3,03:56,236,2,2,no_tie,17:49
2023020147,2023-11-02,DET,3,02:57,177,2,2,no_tie,18:48
2023020155,2023-11-02,WPG,3,04:37,277,3,3,no_tie,17:08
2023020158,2023-11-03,NJD,3,03:22,202,2,2,no_tie,18:23
2023020158,2023-11-03,NJD,3,01:54,114,3,3,no_tie,19:51
2023020126,2023-10-29,COL,3,04:53,293,4,4,no_tie,16:52
2023020128,2023-10-29,SJS,3,02:43,163,2,2,no_tie,19:02
2023020129,2023-10-29,CGY,3,02:32,152,3,3,no_tie,19:13
2023020136,2023-10-30,CBJ,3,05:24,324,3,3,tie_game,16:21
2023020140,2023-10-31,NSH,3,04:43,283,3,3,no_tie,17:02
2023020141,2023-11-01,PHI,3,04:53,293,3,3,no_tie,16:52
2023020146,2023-11-02,TBL,3,03:56,236,2,2,no_tie,17:49
2023020147,2023-11-02,DET,3,02:57,177,2,2,no_tie,18:48
2023020155,2023-11-02,WPG,3,04:37,277,3,3,no_tie,17:08
2023020158,2023-11-03,NJD,3,03:22,202,2,2,no_tie,18:23
2023020158,2023-11-03,NJD,3,01:54,114,3,3,no_tie,19:51
2023020164,2023-11-04,MTL,3,05:45,345,4,4,tie_game,16:00
2023020165,2023-11-04,TOR,3,02:51,171,2,2,no_tie,18:54
2023020168,2023-11-04,FLA,3,01:55,115,3,3,no_tie,19:50
2023020170,2023-11-04,SEA,3,02:33,153,2,2,no_tie,19:12
2023020170,2023-11-04,SEA,3,02:06,126,3,3,no_tie,19:39
2023020136,2023-10-30,CBJ,3,05:24,324,3,3,tie_game,16:21
2023020140,2023-10-31,NSH,3,04:43,283,3,3,no_tie,17:02
2023020141,2023-11-01,PHI,3,04:53,293,3,3,no_tie,16:52
2023020146,2023-11-02,TBL,3,03:56,236,2,2,no_tie,17:49
2023020147,2023-11-02,DET,3,02:57,177,2,2,no_tie,18:48
2023020155,2023-11-02,WPG,3,04:37,277,3,3,no_tie,17:08
2023020158,2023-11-03,NJD,3,03:22,202,2,2,no_tie,18:23
2023020158,2023-11-03,NJD,3,01:54,114,3,3,no_tie,19:51
2023020164,2023-11-04,MTL,3,05:45,345,4,4,tie_game,16:00
2023020165,2023-11-04,TOR,3,02:51,171,2,2,no_tie,18:54
2023020168,2023-11-04,FLA,3,01:55,115,3,3,no_tie,19:50
2023020170,2023-11-04,SEA,3,02:33,153,2,2,no_tie,19:12
2023020170,2023-11-04,SEA,3,02:06,126,3,3,no_tie,19:39
2023020174,2023-11-05,CHI,3,01:46,106,2,2,no_tie,19:59
2023020175,2023-11-05,VGK,3,02:54,174,2,2,no_tie,18:51
2023020140,2023-10-31,NSH,3,04:43,283,3,3,no_tie,17:02
2023020141,2023-11-01,PHI,3,04:53,293,3,3,no_tie,16:52
2023020146,2023-11-02,TBL,3,03:56,236,2,2,no_tie,17:49
2023020147,2023-11-02,DET,3,02:57,177,2,2,no_tie,18:48
2023020155,2023-11-02,WPG,3,04:37,277,3,3,no_tie,17:08
2023020158,2023-11-03,NJD,3,03:22,202,2,2,no_tie,18:23
2023020158,2023-11-03,NJD,3,01:54,114,3,3,no_tie,19:51
2023020164,2023-11-04,MTL,3,05:45,345,4,4,tie_game,16:00
2023020165,2023-11-04,TOR,3,02:51,171,2,2,no_tie,18:54
2023020168,2023-11-04,FLA,3,01:55,115,3,3,no_tie,19:50
2023020170,2023-11-04,SEA,3,02:33,153,2,2,no_tie,19:12
2023020170,2023-11-04,SEA,3,02:06,126,3,3,no_tie,19:39
2023020174,2023-11-05,CHI,3,01:46,106,2,2,no_tie,19:59
2023020175,2023-11-05,VGK,3,02:54,174,2,2,no_tie,18:51
2023020141,2023-11-01,PHI,3,04:53,293,3,3,no_tie,16:52
2023020146,2023-11-02,TBL,3,03:56,236,2,2,no_tie,17:49
2023020147,2023-11-02,DET,3,02:57,177,2,2,no_tie,18:48
2023020155,2023-11-02,WPG,3,04:37,277,3,3,no_tie,17:08
2023020158,2023-11-03,NJD,3,03:22,202,2,2,no_tie,18:23
2023020158,2023-11-03,NJD,3,01:54,114,3,3,no_tie,19:51
2023020164,2023-11-04,MTL,3,05:45,345,4,4,tie_game,16:00
2023020165,2023-11-04,TOR,3,02:51,171,2,2,no_tie,18:54
2023020168,2023-11-04,FLA,3,01:55,115,3,3,no_tie,19:50
2023020170,2023-11-04,SEA,3,02:33,153,2,2,no_tie,19:12
2023020170,2023-11-04,SEA,3,02:06,126,3,3,no_tie,19:39
2023020174,2023-11-05,CHI,3,01:46,106,2,2,no_tie,19:59
2023020175,2023-11-05,VGK,3,02:54,174,2,2,no_tie,18:51
2023020184,2023-11-07,STL,3,04:13,253,3,3,no_tie,17:32
2023020186,2023-11-07,NSH,3,03:24,204,2,2,no_tie,18:21
2023020187,2023-11-07,ANA,3,02:05,125,2,2,no_tie,19:40
2023020188,2023-11-07,NJD,3,03:12,192,3,3,no_tie,18:33
2023020146,2023-11-02,TBL,3,03:56,236,2,2,no_tie,17:49
2023020147,2023-11-02,DET,3,02:57,177,2,2,no_tie,18:48
2023020155,2023-11-02,WPG,3,04:37,277,3,3,no_tie,17:08
2023020158,2023-11-03,NJD,3,03:22,202,2,2,no_tie,18:23
2023020158,2023-11-03,NJD,3,01:54,114,3,3,no_tie,19:51
2023020164,2023-11-04,MTL,3,05:45,345,4,4,tie_game,16:00
2023020165,2023-11-04,TOR,3,02:51,171,2,2,no_tie,18:54
2023020168,2023-11-04,FLA,3,01:55,115,3,3,no_tie,19:50
2023020170,2023-11-04,SEA,3,02:33,153,2,2,no_tie,19:12
2023020170,2023-11-04,SEA,3,02:06,126,3,3,no_tie,19:39
2023020174,2023-11-05,CHI,3,01:46,106,2,2,no_tie,19:59
2023020175,2023-11-05,VGK,3,02:54,174,2,2,no_tie,18:51
2023020184,2023-11-07,STL,3,04:13,253,3,3,no_tie,17:32
2023020186,2023-11-07,NSH,3,03:24,204,2,2,no_tie,18:21
2023020187,2023-11-07,ANA,3,02:05,125,2,2,no_tie,19:40
2023020188,2023-11-07,NJD,3,03:12,192,3,3,no_tie,18:33
2023020192,2023-11-08,VGK,3,01:57,117,3,3,no_tie,19:48
2023020158,2023-11-03,NJD,3,03:22,202,2,2,no_tie,18:23
2023020158,2023-11-03,NJD,3,01:54,114,3,3,no_tie,19:51
2023020164,2023-11-04,MTL,3,05:45,345,4,4,tie_game,16:00
2023020165,2023-11-04,TOR,3,02:51,171,2,2,no_tie,18:54
2023020168,2023-11-04,FLA,3,01:55,115,3,3,no_tie,19:50
2023020170,2023-11-04,SEA,3,02:33,153,2,2,no_tie,19:12
2023020170,2023-11-04,SEA,3,02:06,126,3,3,no_tie,19:39
2023020174,2023-11-05,CHI,3,01:46,106,2,2,no_tie,19:59
2023020175,2023-11-05,VGK,3,02:54,174,2,2,no_tie,18:51
2023020184,2023-11-07,STL,3,04:13,253,3,3,no_tie,17:32
2023020186,2023-11-07,NSH,3,03:24,204,2,2,no_tie,18:21
2023020187,2023-11-07,ANA,3,02:05,125,2,2,no_tie,19:40
2023020188,2023-11-07,NJD,3,03:12,192,3,3,no_tie,18:33
2023020192,2023-11-08,VGK,3,01:57,117,3,3,no_tie,19:48
2023020193,2023-11-09,NYI,3,03:06,186,3,3,no_tie,18:39
2023020196,2023-11-09,MIN,3,03:06,186,3,3,no_tie,18:39
2023020194,2023-11-09,CBJ,3,04:41,281,3,3,no_tie,17:04
2023020200,2023-11-09,NSH,3,05:01,301,3,3,no_tie,16:44
2023020164,2023-11-04,MTL,3,05:45,345,4,4,tie_game,16:00
2023020165,2023-11-04,TOR,3,02:51,171,2,2,no_tie,18:54
2023020168,2023-11-04,FLA,3,01:55,115,3,3,no_tie,19:50
2023020170,2023-11-04,SEA,3,02:33,153,2,2,no_tie,19:12
